active_score,passive_score,pass_drop,verb
-26.95151138305664,-42.14664077758789,15.19512939453125,benefited
-41.12201690673828,-46.79039764404297,5.6683807373046875,profited
-35.14379119873047,-33.533451080322266,-1.6103401184082031,helped
-35.83922576904297,-35.6308708190918,-0.20835494995117188,strengthened
-30.11360740661621,-32.8016357421875,2.688028335571289,benefited
-40.645713806152344,-38.57030487060547,-2.075408935546875,profited
-33.53757095336914,-31.042064666748047,-2.4955062866210938,helped
-36.49952697753906,-35.52894973754883,-0.9705772399902344,strengthened
-28.35685157775879,-33.242340087890625,4.885488510131836,benefited
-33.44602966308594,-27.625749588012695,-5.820280075073242,strengthened
-27.086559295654297,-37.442039489746094,10.355480194091797,helped
-31.822832107543945,-42.31027603149414,10.487443923950195,strengthened
-36.85097885131836,-38.02495193481445,1.1739730834960938,benefited
-46.6163330078125,-40.717613220214844,-5.898719787597656,profited
-30.949344635009766,-28.46706771850586,-2.4822769165039062,helped
-30.75360107421875,-33.17138671875,2.41778564453125,strengthened
-37.486663818359375,-34.452152252197266,-3.0345115661621094,benefited
-41.137916564941406,-32.695465087890625,-8.442451477050781,profited
-30.485883712768555,-28.179527282714844,-2.306356430053711,helped
-37.6419563293457,-35.64167022705078,-2.000286102294922,profited
-36.67788314819336,-56.93226623535156,20.254383087158203,cost
-49.589134216308594,-50.31895065307617,0.7298164367675781,fetched
-36.608970642089844,-32.340213775634766,-4.268756866455078,earned
-24.921348571777344,-46.71945571899414,21.798107147216797,cost
-30.336061477661133,-41.07599639892578,10.739934921264648,fetched
-31.216785430908203,-40.845794677734375,9.629009246826172,earned
-30.012096405029297,-49.362823486328125,19.350727081298828,cost
-36.057403564453125,-42.23635482788086,6.178951263427734,fetched
-43.41400909423828,-51.92069625854492,8.50668716430664,earned
-28.20198631286621,-43.96751403808594,15.765527725219727,cost
-35.57524490356445,-36.1069450378418,0.5317001342773438,fetched
-35.53182601928711,-36.676944732666016,1.1451187133789062,earned
-28.04879379272461,-44.64851379394531,16.599720001220703,cost
-38.555694580078125,-41.899505615234375,3.34381103515625,fetched
-29.3693790435791,-33.92549133300781,4.556112289428711,earned
-36.65606689453125,-34.45297622680664,-2.2030906677246094,emanated
-27.50956916809082,-35.632484436035156,8.122915267944336,radiated
-36.8460693359375,-49.63977813720703,12.793708801269531,discharged
-37.81616973876953,-38.96702575683594,1.1508560180664062,emitted
-48.72764205932617,-42.25536346435547,-6.472278594970703,emanated
-41.310157775878906,-46.42502975463867,5.114871978759766,radiated
-42.12006378173828,-47.51042938232422,5.3903656005859375,discharged
-39.40046310424805,-48.33381652832031,8.933353424072266,emitted
-44.239051818847656,-40.37725830078125,-3.8617935180664062,emanated
-38.267860412597656,-35.04215621948242,-3.2257041931152344,emitted
-32.91524124145508,-38.072757720947266,5.1575164794921875,discharged
-35.23801803588867,-39.48480987548828,4.246791839599609,emitted
-40.086158752441406,-49.22388458251953,9.137725830078125,emanated
-43.02631378173828,-40.83589172363281,-2.1904220581054688,radiated
-40.32891845703125,-43.636962890625,3.30804443359375,discharged
-31.95293426513672,-38.88984298706055,6.936908721923828,emitted
-40.2662353515625,-48.01544952392578,7.749214172363281,emanated
-39.00349426269531,-49.06517028808594,10.061676025390625,radiated
-43.355953216552734,-45.134185791015625,1.7782325744628906,discharged
-44.91469192504883,-38.758544921875,-6.156147003173828,radiated
-41.84213638305664,-41.133060455322266,-0.709075927734375,approximated
-47.23583221435547,-37.278099060058594,-9.957733154296875,mirrored
-35.290164947509766,-37.1025390625,1.8123741149902344,matched
-32.11652374267578,-41.465965270996094,9.349441528320312,resembled
-38.535274505615234,-45.8148193359375,7.279544830322266,approximated
-35.00282287597656,-40.357826232910156,5.355003356933594,mirrored
-27.448312759399414,-28.489639282226562,1.0413265228271484,matched
-24.271530151367188,-32.38080978393555,8.10927963256836,resembled
-39.597564697265625,-47.4774169921875,7.879852294921875,approximated
-31.424312591552734,-52.90122604370117,21.476913452148438,resembled
-35.784481048583984,-37.54461669921875,1.7601356506347656,matched
-37.298030853271484,-40.01889419555664,2.7208633422851562,resembled
-42.809913635253906,-42.57371520996094,-0.23619842529296875,approximated
-32.88801956176758,-37.461978912353516,4.5739593505859375,mirrored
-33.926795959472656,-40.88567352294922,6.9588775634765625,matched
-32.71625900268555,-40.21565246582031,7.499393463134766,resembled
-36.606082916259766,-35.8681526184082,-0.7379302978515625,approximated
-24.146392822265625,-30.381683349609375,6.23529052734375,mirrored
-27.5941219329834,-40.43861389160156,12.844491958618164,matched
-30.516935348510742,-39.48806381225586,8.971128463745117,mirrored
-28.161418914794922,-39.875057220458984,11.713638305664062,required
-19.700815200805664,-52.79270935058594,33.091896057128906,lasted
-23.285093307495117,-44.08005905151367,20.794965744018555,took
-29.205595016479492,-35.59090805053711,6.385313034057617,required
-23.8787784576416,-53.36815643310547,29.489377975463867,lasted
-27.414438247680664,-45.67718505859375,18.262746810913086,took
-36.364463806152344,-47.70042037963867,11.335956573486328,required
-21.437482833862305,-45.36506271362305,23.927579879760742,lasted
-20.584945678710938,-35.37833023071289,14.793384552001953,took
-31.056900024414062,-42.63737487792969,11.580474853515625,required
-22.578351974487305,-46.05943298339844,23.481081008911133,lasted
-22.54937171936035,-29.385435104370117,6.836063385009766,took
-32.564300537109375,-46.33934020996094,13.775039672851562,required
-23.816177368164062,-51.57847595214844,27.762298583984375,lasted
-26.198881149291992,-44.46400833129883,18.265127182006836,took
-32.3653450012207,-33.61357498168945,1.24822998046875,hit
-25.626190185546875,-39.92320251464844,14.297012329101562,hit
-25.54167938232422,-30.349061965942383,4.807382583618164,hit
-29.54733657836914,-35.25646209716797,5.709125518798828,pushed
-38.275421142578125,-35.768524169921875,-2.50689697265625,pushed
-33.06331253051758,-37.30278778076172,4.239475250244141,washed
-31.66382598876953,-35.19042205810547,3.5265960693359375,washed
-34.837310791015625,-40.5849723815918,5.747661590576172,washed
-28.145164489746094,-30.692825317382812,2.5476608276367188,dropped
-33.47139358520508,-33.046417236328125,-0.4249763488769531,dropped
-31.02878189086914,-28.30799674987793,-2.720785140991211,carried
-24.512731552124023,-34.80266571044922,10.289934158325195,carried
-30.27345848083496,-28.223106384277344,-2.050352096557617,hit
-28.74224090576172,-33.97209548950195,5.229854583740234,hit
-33.4246940612793,-34.92462921142578,1.4999351501464844,pushed
-32.120296478271484,-31.347047805786133,-0.7732486724853516,pushed
-31.757705688476562,-33.18877029418945,1.4310646057128906,pushed
-30.901752471923828,-34.936195373535156,4.034442901611328,washed
-32.40355682373047,-40.674617767333984,8.271060943603516,washed
-28.520906448364258,-34.68260192871094,6.16169548034668,dropped
-31.2147274017334,-29.74609375,-1.4686336517333984,dropped
-26.586240768432617,-39.96729278564453,13.381052017211914,dropped
-35.06034851074219,-34.939327239990234,-0.12102127075195312,carried
-27.156597137451172,-33.60736846923828,6.450771331787109,carried
-32.411033630371094,-39.57261657714844,7.161582946777344,carried
-27.148218154907227,-32.821388244628906,5.67317008972168,saw
-27.878061294555664,-36.55572509765625,8.677663803100586,saw
-27.431976318359375,-39.596458435058594,12.164482116699219,saw
-22.000173568725586,-31.75921630859375,9.759042739868164,heard
-34.050697326660156,-37.62498474121094,3.5742874145507812,heard
-32.536773681640625,-34.780128479003906,2.2433547973632812,knew
-33.30826187133789,-41.0589599609375,7.750698089599609,knew
-26.371780395507812,-36.494869232177734,10.123088836669922,knew
-26.713306427001953,-36.409080505371094,9.69577407836914,liked
-36.4387092590332,-38.16132354736328,1.7226142883300781,liked
-34.00498580932617,-36.10615921020508,2.1011734008789062,remembered
-40.922882080078125,-44.280174255371094,3.3572921752929688,remembered
-32.756248474121094,-42.95746612548828,10.201217651367188,remembered
-29.1772518157959,-32.173828125,2.9965763092041016,saw
-32.407066345214844,-34.684024810791016,2.276958465576172,saw
-32.08985900878906,-36.9078369140625,4.8179779052734375,heard
-31.741527557373047,-41.235740661621094,9.494213104248047,heard
-31.155242919921875,-44.27327346801758,13.118030548095703,heard
-28.876895904541016,-35.101524353027344,6.224628448486328,knew
-29.306617736816406,-36.94327163696289,7.636653900146484,knew
-29.743824005126953,-33.79912567138672,4.055301666259766,liked
-33.381195068359375,-39.1652946472168,5.784099578857422,liked
-27.473859786987305,-42.25856399536133,14.784704208374023,liked
-29.51609992980957,-39.10253143310547,9.586431503295898,remembered
-33.498756408691406,-39.2857666015625,5.787010192871094,remembered
