active_score,passive_score,pass_drop,verb,frame
-29.777362823486328,-39.69499588012695,9.917633056640625,benefited,1
-38.697818756103516,-43.306190490722656,4.608371734619141,profited,1
-34.02526092529297,-37.10557556152344,3.0803146362304688,helped,2
-33.92888641357422,-36.47416687011719,2.5452804565429688,strengthened,2
-31.154376983642578,-31.360076904296875,0.20569992065429688,benefited,3
-34.19540023803711,-38.49332809448242,4.2979278564453125,profited,3
-35.83554458618164,-30.674964904785156,-5.160579681396484,helped,4
-43.29601287841797,-33.157989501953125,-10.138023376464844,strengthened,4
-29.337188720703125,-31.13651466369629,1.799325942993164,benefited,5
-36.693214416503906,-29.513933181762695,-7.179281234741211,strengthened,5
-28.44564437866211,-36.12887191772461,7.6832275390625,helped,1
-32.98794174194336,-39.34234619140625,6.354404449462891,strengthened,1
-33.721275329589844,-40.34807586669922,6.626800537109375,benefited,2
-42.5144157409668,-44.55815124511719,2.0437355041503906,profited,2
-30.97917938232422,-28.241397857666016,-2.737781524658203,helped,3
-30.765735626220703,-31.3397216796875,0.5739860534667969,strengthened,3
-36.21964645385742,-33.79707336425781,-2.4225730895996094,benefited,4
-42.94853210449219,-36.04481506347656,-6.903717041015625,profited,4
-33.08313751220703,-30.227638244628906,-2.855499267578125,helped,5
-38.679378509521484,-34.215023040771484,-4.46435546875,profited,5
-39.92629623413086,-58.23588562011719,18.309589385986328,cost,6
-56.19557189941406,-59.441368103027344,3.2457962036132812,fetched,6
-36.013275146484375,-35.43965530395508,-0.5736198425292969,earned,7
-25.196250915527344,-40.73025131225586,15.534000396728516,cost,8
-36.85976791381836,-45.28828811645508,8.428520202636719,fetched,8
-26.88437271118164,-40.11517333984375,13.23080062866211,earned,9
-31.446327209472656,-46.45400619506836,15.007678985595703,cost,10
-33.977455139160156,-44.582191467285156,10.604736328125,fetched,10
-41.710182189941406,-53.880226135253906,12.1700439453125,earned,6
-27.845521926879883,-46.72151565551758,18.875993728637695,cost,7
-36.166439056396484,-41.69780731201172,5.531368255615234,fetched,7
-32.81223678588867,-33.9991455078125,1.1869087219238281,earned,8
-27.465930938720703,-41.71253204345703,14.246601104736328,cost,9
-39.69459915161133,-44.62287139892578,4.928272247314453,fetched,9
-27.794281005859375,-33.707916259765625,5.91363525390625,earned,10
-31.396902084350586,-37.838958740234375,6.442056655883789,emanated,11
-30.723796844482422,-40.591453552246094,9.867656707763672,radiated,11
-37.351314544677734,-42.37629318237305,5.0249786376953125,discharged,12
-34.44437026977539,-38.68334197998047,4.238971710205078,emitted,12
-41.13274002075195,-40.926177978515625,-0.20656204223632812,emanated,13
-39.4353141784668,-40.87919616699219,1.4438819885253906,radiated,13
-39.42218017578125,-44.51740264892578,5.095222473144531,discharged,14
-39.40824508666992,-44.087772369384766,4.679527282714844,emitted,14
-44.03874206542969,-47.26383972167969,3.22509765625,emanated,15
-44.134918212890625,-41.013343811035156,-3.1215744018554688,emitted,15
-35.33803176879883,-35.4628791809082,0.124847412109375,discharged,11
-34.698631286621094,-40.73154067993164,6.032909393310547,emitted,11
-46.568321228027344,-47.647315979003906,1.0789947509765625,emanated,12
-41.690635681152344,-46.35995864868164,4.669322967529297,radiated,12
-37.862205505371094,-39.50054168701172,1.638336181640625,discharged,13
-33.599796295166016,-32.70756912231445,-0.8922271728515625,emitted,13
-34.14821243286133,-44.37347412109375,10.225261688232422,emanated,14
-38.2440299987793,-47.0128173828125,8.768787384033203,radiated,14
-43.904754638671875,-48.19021224975586,4.285457611083984,discharged,15
-48.13290786743164,-48.55303192138672,0.4201240539550781,radiated,15
-47.225433349609375,-41.222869873046875,-6.0025634765625,approximated,16
-45.95689392089844,-39.92034912109375,-6.0365447998046875,mirrored,16
-29.3408260345459,-38.61819076538086,9.277364730834961,matched,17
-29.893760681152344,-39.517948150634766,9.624187469482422,resembled,17
-45.33675765991211,-46.16494369506836,0.82818603515625,approximated,18
-35.434696197509766,-42.821231842041016,7.38653564453125,mirrored,18
-24.350936889648438,-28.176860809326172,3.8259239196777344,matched,19
-22.376434326171875,-29.69135856628418,7.314924240112305,resembled,19
-40.664520263671875,-40.601722717285156,-0.06279754638671875,approximated,20
-26.50993537902832,-39.9908561706543,13.480920791625977,resembled,20
-42.07227325439453,-36.712677001953125,-5.359596252441406,matched,16
-40.683528900146484,-39.314491271972656,-1.3690376281738281,resembled,16
-35.575904846191406,-40.24285125732422,4.6669464111328125,approximated,17
-29.787883758544922,-37.09850311279297,7.310619354248047,mirrored,17
-37.776214599609375,-42.21682357788086,4.440608978271484,matched,18
-34.74771499633789,-38.09185791015625,3.3441429138183594,resembled,18
-30.877674102783203,-29.542869567871094,-1.3348045349121094,approximated,19
-23.594223022460938,-28.592266082763672,4.998043060302734,mirrored,19
-29.89475440979004,-40.70522689819336,10.81047248840332,matched,20
-30.143760681152344,-39.60472869873047,9.460968017578125,mirrored,20
-26.096885681152344,-37.365028381347656,11.268142700195312,required,21
-23.266094207763672,-43.87449264526367,20.6083984375,lasted,22
-27.498811721801758,-35.8365364074707,8.337724685668945,took,22
-25.220905303955078,-43.4379997253418,18.21709442138672,required,23
-27.00841522216797,-55.81040954589844,28.80199432373047,lasted,24
-29.409624099731445,-50.64588165283203,21.236257553100586,took,24
-35.16126251220703,-50.128639221191406,14.967376708984375,required,25
-23.27907943725586,-39.6619873046875,16.38290786743164,lasted,21
-20.09122085571289,-30.270771026611328,10.179550170898438,took,21
-29.26696014404297,-42.376529693603516,13.109569549560547,required,22
-20.988861083984375,-49.22550964355469,28.236648559570312,lasted,23
-22.083148956298828,-39.06768798828125,16.984539031982422,took,23
-29.519807815551758,-52.69491958618164,23.175111770629883,required,24
-27.829771041870117,-50.01032638549805,22.18055534362793,lasted,25
-26.279539108276367,-44.02504348754883,17.74550437927246,took,25
-35.54447937011719,-30.26103973388672,-5.283439636230469,hit,26
-29.34496307373047,-42.25950622558594,12.914543151855469,hit,26
-26.61848258972168,-30.536945343017578,3.9184627532958984,hit,26
-32.08913803100586,-33.77711486816406,1.6879768371582031,pushed,27
-38.82026672363281,-35.9127082824707,-2.9075584411621094,pushed,27
-31.901042938232422,-37.50726318359375,5.606220245361328,washed,28
-30.898826599121094,-34.203529357910156,3.3047027587890625,washed,28
-34.380104064941406,-42.65461730957031,8.274513244628906,washed,28
-32.08951950073242,-31.071182250976562,-1.0183372497558594,dropped,29
-38.515907287597656,-32.05268096923828,-6.463226318359375,dropped,29
-31.767858505249023,-28.266399383544922,-3.5014591217041016,carried,30
-26.33399200439453,-34.089874267578125,7.755882263183594,carried,30
-37.15208435058594,-30.975021362304688,-6.17706298828125,hit,26
-32.837158203125,-34.940792083740234,2.1036338806152344,hit,26
-31.731521606445312,-36.95130920410156,5.21978759765625,pushed,27
-31.425031661987305,-33.19219207763672,1.767160415649414,pushed,27
-32.48344039916992,-32.45225524902344,-0.031185150146484375,pushed,27
-34.2935791015625,-36.852439880371094,2.5588607788085938,washed,28
-33.99712371826172,-41.358699798583984,7.361576080322266,washed,28
-31.775550842285156,-34.470733642578125,2.6951828002929688,dropped,29
-31.92584228515625,-30.204299926757812,-1.7215423583984375,dropped,29
-29.320783615112305,-36.57603454589844,7.255250930786133,dropped,29
-36.135868072509766,-32.54254150390625,-3.5933265686035156,carried,30
-28.975976943969727,-35.301631927490234,6.325654983520508,carried,30
-32.87309646606445,-39.5627326965332,6.68963623046875,carried,30
-25.592512130737305,-32.66914749145508,7.076635360717773,saw,31
-29.04194450378418,-40.154258728027344,11.112314224243164,saw,31
-30.299436569213867,-37.58131408691406,7.281877517700195,saw,31
-25.050743103027344,-28.519359588623047,3.468616485595703,heard,32
-32.24050521850586,-39.810142517089844,7.569637298583984,heard,32
-31.921218872070312,-33.053226470947266,1.1320075988769531,knew,33
-28.819326400756836,-37.66523742675781,8.845911026000977,knew,33
-28.382343292236328,-37.17964553833008,8.79730224609375,knew,33
-28.8868465423584,-32.87312316894531,3.986276626586914,liked,34
-34.18669509887695,-36.9744873046875,2.787792205810547,liked,34
-31.701574325561523,-33.61146545410156,1.909891128540039,remembered,35
-37.00663757324219,-43.37555694580078,6.368919372558594,remembered,35
-34.842037200927734,-40.598228454589844,5.756191253662109,remembered,35
-28.982221603393555,-32.33906555175781,3.356843948364258,saw,31
-28.590328216552734,-35.03801727294922,6.447689056396484,saw,31
-32.08843231201172,-32.1566276550293,0.06819534301757812,heard,32
-33.090152740478516,-45.15929412841797,12.069141387939453,heard,32
-33.470062255859375,-42.28697204589844,8.816909790039062,heard,32
-30.04668426513672,-30.29785919189453,0.2511749267578125,knew,33
-29.19087028503418,-35.329349517822266,6.138479232788086,knew,33
-32.897701263427734,-32.583702087402344,-0.3139991760253906,liked,34
-30.636608123779297,-42.03008270263672,11.393474578857422,liked,34
-29.877473831176758,-36.57552719116211,6.698053359985352,liked,34
-30.56487274169922,-36.061363220214844,5.496490478515625,remembered,35
-36.0233039855957,-40.63917541503906,4.615871429443359,remembered,35
