subject,object,verb,sentence,active,passive,affectedness,active_score,passive_score,pass_drop
the patient,news of his test results,received,The patient received news of his test results.,The patient received news of his test results.,News of his test results was received by the patient.,low,-40.018699645996094,-43.64990234375,3.6312026977539062
Marie,pasta,liked,Marie liked pasta.,Marie liked pasta.,Pasta was liked by Marie.,low,-24.042728424072266,-32.480342864990234,8.437614440917969
The dog,its owner,trusted,The dog trusted its owner completely.,The dog trusted its owner completely.,Its owner was trusted completely by the dog.,low,-34.1331787109375,-45.63331985473633,11.500141143798828
the fridge,the groceries,received,The fridge received the groceries.,The fridge received the groceries.,The groceries were received by the fridge.,low,-36.78087615966797,-38.80186462402344,2.0209884643554688
The translator,the speaker's dialect,understood,The translator understood the speaker's dialect effortlessly.,The translator understood the speaker's dialect effortlessly.,The speaker's dialect was understood effortlessly by the translator.,low,-56.10750961303711,-62.24087142944336,6.13336181640625
The new smartphone,a small fortune,cost,The new smartphone cost a small fortune.,The new smartphone cost a small fortune.,A small fortune was cost by the new smartphone.,low,-31.044410705566406,-51.170719146728516,20.12630844116211
The sculpture,a twisting vine,resembled,The sculpture resembled a twisting vine.,The sculpture resembled a twisting vine.,A twisting vine was resembled by the sculpture.,low,-39.40963363647461,-62.419654846191406,23.010021209716797
the tourists,the local cuisine,liked,The tourists liked the local cuisine.,The tourists liked the local cuisine.,The local cuisine was liked by the tourists.,low,-31.492517471313477,-39.56447219848633,8.071954727172852
The baker,the cake fresh out of the oven,liked,The baker liked the cake fresh out of the oven.,The baker liked the cake fresh out of the oven.,The cake was liked fresh out of the oven by the baker.,low,-42.80493927001953,-47.156044006347656,4.351104736328125
the patient,immediate medical attention,needed,The patient needed immediate medical attention.,The patient needed immediate medical attention.,Immediate medical attention was needed by the patient.,low,-27.278671264648438,-42.848960876464844,15.570289611816406
the veteran,the fallen comrades,remembered,The veteran remembered the fallen comrades.,The veteran remembered the fallen comrades.,The fallen comrades were remembered by the veteran.,low,-38.51911926269531,-41.30293655395508,2.7838172912597656
The athlete,the crucial shot at the goal,missed,The athlete missed the crucial shot at the goal.,The athlete missed the crucial shot at the goal.,The crucial shot at the goal was missed by the athlete.,low,-43.698158264160156,-52.26951217651367,8.571353912353516
the children,the long homework assignments,dreaded,The children dreaded the long homework assignments.,The children dreaded the long homework assignments.,The long homework assignments were dreaded by the children.,low,-42.753238677978516,-45.02812957763672,2.274890899658203
The committee,the researcher's efforts,recognized,The committee recognized the researcher's efforts.,The committee recognized the researcher's efforts.,The researcher's efforts were recognized by the committee.,low,-36.70148468017578,-38.217864990234375,1.5163803100585938
the historian,the ancient script,knew,The historian knew the ancient script.,The historian knew the ancient script.,The ancient script was knew by the historian.,low,-40.72930145263672,-48.92769241333008,8.19839096069336
The villagers,the dragon,feared,The villagers feared the dragon.,The villagers feared the dragon.,The dragon was feared by the villagers.,low,-25.617958068847656,-30.40135955810547,4.7834014892578125
The teacher,the student's struggles,understood,The teacher understood the student's struggles.,The teacher understood the student's struggles.,The student's struggles were understood by the teacher.,low,-32.2560920715332,-40.375633239746094,8.11954116821289
The recipe,the ingredients we needed,had,The recipe had all the ingredients we needed.,The recipe had all the ingredients we needed.,All the ingredients we needed were had by the recipe.,low,-32.10544204711914,-50.58391189575195,18.478469848632812
The passerby,the heated argument,overheard,The passerby overheard the heated argument.,The passerby overheard the heated argument.,The heated argument was overheard by the passerby.,low,-33.74383544921875,-39.024417877197266,5.280582427978516
the observer,the small details in the artwork,noticed,The observer noticed the small details in the artwork.,The observer noticed the small details in the artwork.,The small details in the artwork were noticed by the observer.,low,-44.247501373291016,-51.36573028564453,7.118228912353516
they,the announcement,heard,They heard the announcement.,They heard the announcement.,The announcement was heard by them.,low,-17.438434600830078,-31.1655216217041,13.727087020874023
the community,the elderly man,respected,The community respected the elderly man for his wisdom.,The community respected the elderly man for his wisdom.,The elderly man was respected by the community for his wisdom.,low,-43.118507385253906,-45.006996154785156,1.88848876953125
The museum,Many artifacts from ancient Egypt,had,The museum had many artifacts from ancient Egypt.,The museum had many artifacts from ancient Egypt.,Many artifacts from ancient Egypt were had by the museum.,low,-39.152347564697266,-49.043800354003906,9.89145278930664
The menu,Vegetarian options,had,The menu had vegetarian options.,The menu had vegetarian options.,Vegetarian options were had by the menu.,low,-30.431974411010742,-43.52228546142578,13.090311050415039
The team,their coach's strategies,respected,The team respected their coach's strategies.,The team respected their coach's strategies.,Their coach's strategies were respected by the team.,low,-37.83049392700195,-43.496524810791016,5.6660308837890625
the child,the dark shadows,feared,The child feared the dark shadows.,The child feared the dark shadows.,The dark shadows were feared by the child.,low,-34.170257568359375,-38.792198181152344,4.621940612792969
the new laptop,a thousand dollars,cost,The new laptop cost a thousand dollars.,The new laptop cost a thousand dollars.,A thousand dollars were cost by the new laptop.,low,-32.22158432006836,-49.95857238769531,17.736988067626953
the service,ten dollars,cost,The service cost ten dollars.,The service cost ten dollars.,Ten dollars were cost by the service.,low,-31.531116485595703,-38.807220458984375,7.276103973388672
the veteran,the comrades he lost,remembered,The veteran remembered the comrades he lost.,The veteran remembered the comrades he lost.,The comrades he lost were remembered by the veteran.,low,-43.333683013916016,-50.856658935546875,7.522975921630859
the project,sufficient funding,lacked,The project lacked sufficient funding.,The project lacked sufficient funding.,Sufficient funding was lacked by the project.,low,-23.090776443481445,-46.37789535522461,23.287118911743164
The report,crucial data,lacked,The report lacked crucial data for the analysis.,The report lacked crucial data for the analysis.,Crucial data for the analysis was lacked by the report.,low,-35.84838104248047,-42.573760986328125,6.725379943847656
the report,detailed information about the project's timeline,lacked,The report lacked detailed information about the project's timeline.,The report lacked detailed information about the project's timeline.,Detailed information about the project's timeline was lacked by the report.,low,-39.84156036376953,-51.028297424316406,11.186737060546875
the laptop,an update,received,The laptop received an update.,The laptop received an update.,An update was received by the laptop.,low,-30.29388427734375,-34.580116271972656,4.286231994628906
the detector,gas leaks,sensed,The detector sensed gas leaks.,The detector sensed gas leaks.,Gas leaks were sensed by the detector.,low,-46.30237579345703,-40.54349136352539,-5.758884429931641
The repair,the homeowner,cost,The repair cost a small fortune.,The repair cost a small fortune.,A small fortune was cost by the repair.,low,-33.20962142944336,-52.10704803466797,18.89742660522461
the car,five passengers,had,The car had five passengers.,The car had five passengers.,Five passengers were had by the car.,low,-26.863988876342773,-32.42498016357422,5.560991287231445
the project,funds,lacked,The project lacked funds.,The project lacked funds.,Funds were lacked by the project.,low,-22.995508193969727,-34.61125946044922,11.615751266479492
she,the upcoming presentation,dreaded,The manager dreaded the upcoming presentation.,The manager dreaded the upcoming presentation.,The upcoming presentation was dreaded by the manager.,low,-37.55727005004883,-50.34828186035156,12.791011810302734
The audience,the presentation,understood,The audience understood the presentation.,The audience understood the presentation.,The presentation was understood by the audience.,low,-30.43779754638672,-31.1881103515625,0.7503128051757812
the residents,the impending storm,feared,The residents feared the impending storm.,The residents feared the impending storm.,The impending storm was feared by the residents.,low,-30.14716148376465,-36.229156494140625,6.081995010375977
the sculpture,a mythical creature,resembled,The sculpture resembled a mythical creature.,The sculpture resembled a mythical creature.,A mythical creature was resembled by the sculpture.,low,-29.359628677368164,-54.04589080810547,24.686262130737305
She,her hometown,missed,The woman missed her hometown.,The woman missed her hometown.,Her hometown was missed by the woman.,low,-32.475040435791016,-42.705543518066406,10.23050308227539
the child,the dark forest,feared,The child feared the dark forest.,The child feared the dark forest.,The dark forest was feared by the child.,low,-33.767547607421875,-39.03318786621094,5.2656402587890625
the clouds,fluffy sheep in the sky,resembled,The clouds resembled fluffy sheep in the sky.,The clouds resembled fluffy sheep in the sky.,Fluffy sheep in the sky were resembled by the clouds.,low,-42.003684997558594,-63.79569625854492,21.792011260986328
The new model,the previous version,resembled,The new model resembled the previous version.,The new model resembled the previous version.,The previous version was resembled by the new model.,low,-32.8284912109375,-46.903263092041016,14.074771881103516
Alice,the presentation,dreaded,Alice dreaded the presentation.,Alice dreaded the presentation.,The presentation was dreaded by Alice.,low,-24.87295913696289,-38.186771392822266,13.313812255859375
The lecture,two hours,lasted,The lecture lasted two hours.,The lecture lasted two hours.,Two hours were lasted by the lecture.,low,-24.843650817871094,-41.64800262451172,16.804351806640625
The hiker,a rare bird,spotted,The hiker spotted a rare bird.,The hiker spotted a rare bird.,A rare bird was spotted by the hiker.,low,-35.4068603515625,-42.1068115234375,6.699951171875
the gardener,more seeds,needed,The gardener needed more seeds.,The gardener needed more seeds.,More seeds were needed by the gardener.,low,-31.415809631347656,-36.64242172241211,5.226612091064453
the child,his pet,missed,The child missed his pet during vacation.,The child missed his pet during vacation.,His pet was missed by the child during vacation.,low,-45.87506866455078,-53.39750671386719,7.522438049316406
the teacher,"the student""s potential",knew,The teacher knew the student's potential.,The teacher knew the student's potential.,The student's potential was knew by the teacher.,low,-31.62517547607422,-44.859710693359375,13.234535217285156
the clock,midnight,struck,The clock struck midnight.,The clock struck midnight.,Midnight was struck by the clock.,low,-23.276554107666016,-31.58749008178711,8.310935974121094
the team,"their coach""s guidance",respected,The team respected their coach's guidance.,The team respected their coach's guidance.,Their coach's guidance was respected by the team.,low,-33.32286071777344,-40.921348571777344,7.598487854003906
the town,the river,bordered,The town bordered the river.,The town bordered the river.,The river was bordered by the town.,low,-27.612781524658203,-32.35802459716797,4.745243072509766
the tourist,the ancient architecture,noticed,The tourist noticed the ancient architecture.,The tourist noticed the ancient architecture.,The ancient architecture was noticed by the tourist.,low,-40.373626708984375,-41.108150482177734,0.7345237731933594
the sculpture,a famous painting,resembled,The sculpture resembled a famous painting.,The sculpture resembled a famous painting.,A famous painting was resembled by the sculpture.,low,-30.801494598388672,-51.174415588378906,20.372920989990234
the shirt,the man,fit,The shirt fit the man.,The shirt fit the man.,The man was fit by the shirt.,low,-29.16997528076172,-35.337730407714844,6.167755126953125
the room,a cozy ambiance,had,The room had a cozy ambiance.,The room had a cozy ambiance.,A cozy ambiance was had by the room.,low,-27.799531936645508,-48.989070892333984,21.189538955688477
the cat,the bird on the windowsill,noticed,The cat noticed the bird on the windowsill intently.,The cat noticed the bird on the windowsill intently.,The bird on the windowsill was noticed intently by the cat.,low,-52.272789001464844,-61.24604415893555,8.973255157470703
Rob,his wallet,missed,Rob missed his wallet.,Rob missed his wallet.,His wallet was missed by Rob.,low,-32.38245391845703,-41.59754180908203,9.215087890625
The project,a detailed plan,lacked,The project lacked a detailed plan.,The project lacked a detailed plan.,A detailed plan was lacked by the project.,low,-27.878965377807617,-47.64505386352539,19.766088485717773
the renovation,significant money,cost,The renovation cost significant money.,The renovation cost significant money.,Significant money was cost by the renovation.,low,-37.34379577636719,-52.17130661010742,14.827510833740234
the neighbors,the band,heard,The neighbors heard the band rehearsing late at night.,The neighbors heard the band rehearsing late at night.,The band rehearsing late at night was heard by the neighbors.,low,-50.87310028076172,-56.53333282470703,5.6602325439453125
The community,his dedication to volunteering,respected,The community respected his dedication to volunteering.,The community respected his dedication to volunteering.,His dedication to volunteering was respected by the community.,low,-39.289642333984375,-38.575645446777344,-0.7139968872070312
The building,renovations,underwent,The building underwent renovations last year.,The building underwent renovations last year.,Renovations were underwent last year by the building.,low,-28.868614196777344,-58.42713928222656,29.55852508544922
the box,the items,fit,The box fit the items perfectly inside.,The box fit the items perfectly inside.,The items were fit perfectly inside by the box.,low,-45.25947952270508,-49.6979866027832,4.438507080078125
The house,The old cemetery,abutted,The house abutted the old cemetery.,The house abutted the old cemetery.,The old cemetery abutted the house.,low,-35.456748962402344,-37.399375915527344,1.942626953125
the new smartphone,nearly a thousand dollars,cost,The new smartphone cost nearly a thousand dollars.,The new smartphone cost nearly a thousand dollars.,Nearly a thousand dollars was cost by the new smartphone.,low,-34.73189163208008,-47.771881103515625,13.039989471435547
Travelers,The risks,knew,Travelers knew the risks involved.,Travelers knew the risks involved.,The risks involved were knew by the travelers.,low,-26.323604583740234,-44.085872650146484,17.76226806640625
the patient,the procedure,underwent,The patient underwent the procedure.,The patient underwent the procedure.,The procedure was underwent by the patient.,low,-23.68109130859375,-31.497102737426758,7.816011428833008
the team,the captain's judgment,trusted,The team trusted the captain's judgment.,The team trusted the captain's judgment.,The captain's judgment was trusted by the team.,low,-35.21107482910156,-43.873138427734375,8.662063598632812
the sailor,the lighthouse,saw,The sailor saw the lighthouse.,The sailor saw the lighthouse.,The lighthouse was saw by the sailor.,low,-34.732383728027344,-41.850074768066406,7.1176910400390625
the jury,"the artist""s innovative approach",recognized,The jury recognized the artist's innovative approach in her work.,The jury recognized the artist's innovative approach in her work.,The artist's innovative approach in her work was recognized by the jury.,low,-47.77472686767578,-57.5562629699707,9.781536102294922
the new phone,several hundred dollars,cost,The new phone cost several hundred dollars.,The new phone cost several hundred dollars.,Several hundred dollars was cost by the new phone.,low,-34.07917404174805,-47.46178436279297,13.382610321044922
the community,the foundation's cause for the environment,believed,The community believed the foundation's cause for the environment.,The community believed the foundation's cause for the environment.,The foundation's cause for the environment was believed by the community.,low,-55.557823181152344,-55.4640007019043,-0.09382247924804688
She,the flavor of the new coffee blend,liked,The barista liked the flavor of the new coffee blend.,The barista liked the flavor of the new coffee blend.,The flavour of the new coffee blend was liked by the barista.,low,-52.23879623413086,-58.236053466796875,5.997257232666016
the clouds,various animal shapes,resembled,The clouds resembled various animal shapes.,The clouds resembled various animal shapes.,Various animal shapes were resembled by the clouds.,low,-44.615760803222656,-57.092552185058594,12.476791381835938
the model,the original statue,resembled,The model resembled the original statue.,The model resembled the original statue.,The original statue was resembled by the model.,low,-37.657989501953125,-52.7921142578125,15.134124755859375
the birdwatcher,a rare species in the forest,spotted,The birdwatcher spotted a rare species in the forest.,The birdwatcher spotted a rare species in the forest.,A rare species was spotted in the forest by the birdwatcher.,low,-38.51521682739258,-49.06342315673828,10.548206329345703
the dress,her,fit,The dress fit the bride perfectly.,The dress fit the bride perfectly.,The bride was fit perfectly by the dress.,low,-42.64882278442383,-47.27804183959961,4.629219055175781
the sculpture,a majestic eagle in flight,resembled,The sculpture resembled a majestic eagle in flight.,The sculpture resembled a majestic eagle in flight.,A majestic eagle in flight was resembled by the sculpture.,low,-38.989200592041016,-67.2337646484375,28.244564056396484
the villagers,the wild animals,feared,The villagers feared the wild animals.,The villagers feared the wild animals.,The wild animals were feared by the villagers.,low,-30.46694564819336,-35.055564880371094,4.588619232177734
The table,more than anticipated,cost,The table cost more than anticipated at the auction.,The table cost more than anticipated at the auction.,More than anticipated was cost by the table at the auction.,low,-46.57207489013672,-57.904945373535156,11.332870483398438
the program,the new user,recognized,The program recognized the new user.,The program recognized the new user.,The new user was recognized by the program.,low,-35.26466751098633,-37.54701232910156,2.2823448181152344
the librarian,the location of every book in the vast collection,knew,The librarian knew the location of every book in the vast collection.,The librarian knew the location of every book in the vast collection.,The location of every book in the vast collection was knew by the librarian.,low,-57.061912536621094,-70.55348205566406,13.491569519042969
The dog,The sound of thunder,feared,The dog feared the sound of thunder.,The dog feared the sound of thunder.,The sound of thunder was feared by the dog.,low,-35.575843811035156,-41.15892791748047,5.5830841064453125
the children,the monster under the bed,feared,The children feared the monster under the bed.,The children feared the monster under the bed.,The monster under the bed was feared by the children.,low,-39.28615188598633,-45.98239517211914,6.6962432861328125
The painting,a famous masterpiece,resembled,The painting resembled a famous masterpiece.,The painting resembled a famous masterpiece.,A famous masterpiece was resembled by the painting.,low,-29.966535568237305,-56.59523391723633,26.628698348999023
The patron,their conversation,overheard,She overheard their conversation.,The patron overheard their conversation.,Their conversation was overheard by the patron.,low,-30.49408721923828,-29.08917236328125,-1.4049148559570312
the athlete,the qualification,missed,The athlete missed the qualifying score by a margin.,The athlete missed the qualifying score by a margin.,The qualifying score was missed by the athlete by a margin.,low,-44.71866226196289,-55.66691970825195,10.948257446289062
The team,their leader,trusted,The team trusted their leader.,The team trusted their leader.,Their leader was trusted by the team.,low,-24.328388214111328,-30.37193489074707,6.043546676635742
The meeting,an entire afternoon,lasted,The meeting lasted an entire afternoon.,The meeting lasted an entire afternoon.,An entire afternoon was lasted by the meeting.,low,-29.635805130004883,-48.80418395996094,19.168378829956055
Her voice,the sweet sound of a violin,resembled,Her voice resembled the sweet sound of a violin.,Her voice resembled the sweet sound of a violin.,The sweet sound of a violin was resembled by her voice.,low,-37.751564025878906,-62.770362854003906,25.018798828125
the mural,a vibrant tapestry,resembled,The mural resembled a vibrant tapestry.,The mural resembled a vibrant tapestry.,A vibrant tapestry was resembled by the mural.,low,-43.33631134033203,-56.01700210571289,12.68069076538086
the driver,the old song playing on the radio,recognized,The driver recognized the old song playing on the radio.,The driver recognized the old song playing on the radio.,The old song playing on the radio was recognized by the driver.,low,-42.70625305175781,-54.6286506652832,11.92239761352539
The campers,the shooting star,saw,The camper saw the shooting star.,The camper saw the shooting star.,The shooting star was saw by the camper.,low,-39.12118148803711,-45.34766387939453,6.226482391357422
the appointment,forty-five minutes,lasted,The appointment lasted forty-five minutes.,The appointment lasted forty-five minutes.,Forty-five minutes were lasted by the appointment.,low,-30.928482055664062,-38.283042907714844,7.354560852050781
the woman,snakes,feared,The woman feared snakes.,The woman feared snakes.,Snakes were feared by the woman.,low,-30.058073043823242,-34.92718505859375,4.869112014770508
the engine,repairs,needed,The engine needed repairs.,The engine needed repairs.,Repairs were needed by the engine.,low,-25.708656311035156,-37.211692810058594,11.503036499023438
the renovations,a pretty penny,cost,The renovations cost a pretty penny.,The renovations cost a pretty penny.,A pretty penny was cost by the renovations.,low,-31.14337921142578,-50.5190315246582,19.375652313232422
