subject,object,verb,sentence,active,passive,affectedness,active_score,passive_score,pass_drop
the patient,news of his test results,received,The patient received news of his test results.,The patient received news of his test results.,News of his test results was received by the patient.,low,-41.40781021118164,-41.26753616333008,-0.1402740478515625
Marie,pasta,liked,Marie liked pasta.,Marie liked pasta.,Pasta was liked by Marie.,low,-22.31494140625,-35.561492919921875,13.246551513671875
The dog,its owner,trusted,The dog trusted its owner completely.,The dog trusted its owner completely.,Its owner was trusted completely by the dog.,low,-34.703758239746094,-44.82218933105469,10.118431091308594
the fridge,the groceries,received,The fridge received the groceries.,The fridge received the groceries.,The groceries were received by the fridge.,low,-36.344329833984375,-36.897438049316406,0.5531082153320312
The translator,the speaker's dialect,understood,The translator understood the speaker's dialect effortlessly.,The translator understood the speaker's dialect effortlessly.,The speaker's dialect was understood effortlessly by the translator.,low,-53.77103042602539,-57.75498580932617,3.9839553833007812
The new smartphone,a small fortune,cost,The new smartphone cost a small fortune.,The new smartphone cost a small fortune.,A small fortune was cost by the new smartphone.,low,-32.06770324707031,-52.74686813354492,20.67916488647461
The sculpture,a twisting vine,resembled,The sculpture resembled a twisting vine.,The sculpture resembled a twisting vine.,A twisting vine was resembled by the sculpture.,low,-44.71332550048828,-67.74673461914062,23.033409118652344
the tourists,the local cuisine,liked,The tourists liked the local cuisine.,The tourists liked the local cuisine.,The local cuisine was liked by the tourists.,low,-32.38080596923828,-38.29038619995117,5.909580230712891
The baker,the cake fresh out of the oven,liked,The baker liked the cake fresh out of the oven.,The baker liked the cake fresh out of the oven.,The cake was liked fresh out of the oven by the baker.,low,-41.91471862792969,-51.94557571411133,10.03085708618164
the patient,immediate medical attention,needed,The patient needed immediate medical attention.,The patient needed immediate medical attention.,Immediate medical attention was needed by the patient.,low,-27.05339813232422,-40.43710708618164,13.383708953857422
the veteran,the fallen comrades,remembered,The veteran remembered the fallen comrades.,The veteran remembered the fallen comrades.,The fallen comrades were remembered by the veteran.,low,-38.805301666259766,-44.88102722167969,6.075725555419922
The athlete,the crucial shot at the goal,missed,The athlete missed the crucial shot at the goal.,The athlete missed the crucial shot at the goal.,The crucial shot at the goal was missed by the athlete.,low,-43.9185905456543,-50.871612548828125,6.953022003173828
the children,the long homework assignments,dreaded,The children dreaded the long homework assignments.,The children dreaded the long homework assignments.,The long homework assignments were dreaded by the children.,low,-41.71139144897461,-49.3974609375,7.686069488525391
The committee,the researcher's efforts,recognized,The committee recognized the researcher's efforts.,The committee recognized the researcher's efforts.,The researcher's efforts were recognized by the committee.,low,-40.29499816894531,-41.40705108642578,1.1120529174804688
the historian,the ancient script,knew,The historian knew the ancient script.,The historian knew the ancient script.,The ancient script was knew by the historian.,low,-41.1331901550293,-46.80809783935547,5.674907684326172
The villagers,the dragon,feared,The villagers feared the dragon.,The villagers feared the dragon.,The dragon was feared by the villagers.,low,-28.01495361328125,-32.01491165161133,3.999958038330078
The teacher,the student's struggles,understood,The teacher understood the student's struggles.,The teacher understood the student's struggles.,The student's struggles were understood by the teacher.,low,-34.03517150878906,-42.718406677246094,8.683235168457031
The recipe,the ingredients we needed,had,The recipe had all the ingredients we needed.,The recipe had all the ingredients we needed.,All the ingredients we needed were had by the recipe.,low,-33.507381439208984,-49.83499526977539,16.327613830566406
The passerby,the heated argument,overheard,The passerby overheard the heated argument.,The passerby overheard the heated argument.,The heated argument was overheard by the passerby.,low,-39.79823303222656,-37.41182327270508,-2.3864097595214844
the observer,the small details in the artwork,noticed,The observer noticed the small details in the artwork.,The observer noticed the small details in the artwork.,The small details in the artwork were noticed by the observer.,low,-41.469356536865234,-51.229671478271484,9.76031494140625
they,the announcement,heard,They heard the announcement.,They heard the announcement.,The announcement was heard by them.,low,-16.835956573486328,-30.490020751953125,13.654064178466797
the community,the elderly man,respected,The community respected the elderly man for his wisdom.,The community respected the elderly man for his wisdom.,The elderly man was respected by the community for his wisdom.,low,-41.47620391845703,-44.31450271606445,2.838298797607422
The museum,Many artifacts from ancient Egypt,had,The museum had many artifacts from ancient Egypt.,The museum had many artifacts from ancient Egypt.,Many artifacts from ancient Egypt were had by the museum.,low,-35.51578140258789,-47.694549560546875,12.178768157958984
The menu,Vegetarian options,had,The menu had vegetarian options.,The menu had vegetarian options.,Vegetarian options were had by the menu.,low,-29.942472457885742,-37.730560302734375,7.788087844848633
The team,their coach's strategies,respected,The team respected their coach's strategies.,The team respected their coach's strategies.,Their coach's strategies were respected by the team.,low,-36.65458679199219,-39.893001556396484,3.238414764404297
the child,the dark shadows,feared,The child feared the dark shadows.,The child feared the dark shadows.,The dark shadows were feared by the child.,low,-30.777793884277344,-38.344024658203125,7.566230773925781
the new laptop,a thousand dollars,cost,The new laptop cost a thousand dollars.,The new laptop cost a thousand dollars.,A thousand dollars were cost by the new laptop.,low,-31.867904663085938,-53.139320373535156,21.27141571044922
the service,ten dollars,cost,The service cost ten dollars.,The service cost ten dollars.,Ten dollars were cost by the service.,low,-30.523277282714844,-39.81001281738281,9.286735534667969
the veteran,the comrades he lost,remembered,The veteran remembered the comrades he lost.,The veteran remembered the comrades he lost.,The comrades he lost were remembered by the veteran.,low,-43.124759674072266,-54.47440719604492,11.349647521972656
the project,sufficient funding,lacked,The project lacked sufficient funding.,The project lacked sufficient funding.,Sufficient funding was lacked by the project.,low,-23.681795120239258,-48.52471923828125,24.842924118041992
The report,crucial data,lacked,The report lacked crucial data for the analysis.,The report lacked crucial data for the analysis.,Crucial data for the analysis was lacked by the report.,low,-37.66981887817383,-50.82429885864258,13.15447998046875
the report,detailed information about the project's timeline,lacked,The report lacked detailed information about the project's timeline.,The report lacked detailed information about the project's timeline.,Detailed information about the project's timeline was lacked by the report.,low,-39.95689010620117,-51.88298034667969,11.926090240478516
the laptop,an update,received,The laptop received an update.,The laptop received an update.,An update was received by the laptop.,low,-30.435016632080078,-35.24874496459961,4.813728332519531
the detector,gas leaks,sensed,The detector sensed gas leaks.,The detector sensed gas leaks.,Gas leaks were sensed by the detector.,low,-44.796348571777344,-43.47496032714844,-1.3213882446289062
