subject,object,verb,sentence,active,passive,affectedness,active_score,passive_score,pass_drop
the patient,news of his test results,received,The patient received news of his test results.,The patient <|novelverb_past|> news of his test results.,News of his test results was <|novelverb_past|> by the patient.,low,-64.47637939453125,-60.3016357421875,-4.17474365234375
Marie,pasta,liked,Marie liked pasta.,Marie <|novelverb_past|> pasta.,Pasta was <|novelverb_past|> by Marie.,low,-46.55189895629883,-48.848758697509766,2.2968597412109375
The dog,its owner,trusted,The dog trusted its owner completely.,The dog <|novelverb_past|> its owner completely.,Its owner was <|novelverb_past|> completely by the dog.,low,-50.096561431884766,-60.08381652832031,9.987255096435547
the fridge,the groceries,received,The fridge received the groceries.,The fridge <|novelverb_past|> the groceries.,The groceries were <|novelverb_past|> by the fridge.,low,-52.509952545166016,-51.5731201171875,-0.9368324279785156
The translator,the speaker's dialect,understood,The translator understood the speaker's dialect effortlessly.,The translator <|novelverb_past|> the speaker's dialect effortlessly.,The speaker's dialect was <|novelverb_past|> effortlessly by the translator.,low,-76.40827941894531,-75.93411254882812,-0.4741668701171875
The new smartphone,a small fortune,cost,The new smartphone cost a small fortune.,The new smartphone <|novelverb_past|> a small fortune.,A small fortune was <|novelverb_past|> by the new smartphone.,low,-55.951805114746094,-65.59709930419922,9.645294189453125
The sculpture,a twisting vine,resembled,The sculpture resembled a twisting vine.,The sculpture <|novelverb_past|> a twisting vine.,A twisting vine was <|novelverb_past|> by the sculpture.,low,-66.66979217529297,-72.14071655273438,5.470924377441406
the tourists,the local cuisine,liked,The tourists liked the local cuisine.,The tourists <|novelverb_past|> the local cuisine.,The local cuisine was <|novelverb_past|> by the tourists.,low,-49.5540771484375,-58.80470275878906,9.250625610351562
The baker,the cake fresh out of the oven,liked,The baker liked the cake fresh out of the oven.,The baker <|novelverb_past|> the cake fresh out of the oven.,The cake was <|novelverb_past|> fresh out of the oven by the baker.,low,-54.342681884765625,-61.712799072265625,7.3701171875
the patient,immediate medical attention,needed,The patient needed immediate medical attention.,The patient <|novelverb_past|> immediate medical attention.,Immediate medical attention was <|novelverb_past|> by the patient.,low,-59.96949768066406,-68.03304290771484,8.063545227050781
the veteran,the fallen comrades,remembered,The veteran remembered the fallen comrades.,The veteran <|novelverb_past|> the fallen comrades.,The fallen comrades were <|novelverb_past|> by the veteran.,low,-52.46337127685547,-60.91967010498047,8.456298828125
The athlete,the crucial shot at the goal,missed,The athlete missed the crucial shot at the goal.,The athlete <|novelverb_past|> the crucial shot at the goal.,The crucial shot at the goal was <|novelverb_past|> by the athlete.,low,-65.20218658447266,-77.46920776367188,12.267021179199219
the children,the long homework assignments,dreaded,The children dreaded the long homework assignments.,The children <|novelverb_past|> the long homework assignments.,The long homework assignments were <|novelverb_past|> by the children.,low,-62.43096160888672,-61.487327575683594,-0.943634033203125
The committee,the researcher's efforts,recognized,The committee recognized the researcher's efforts.,The committee <|novelverb_past|> the researcher's efforts.,The researcher's efforts were <|novelverb_past|> by the committee.,low,-54.42144775390625,-63.81074523925781,9.389297485351562
the historian,the ancient script,knew,The historian knew the ancient script.,The historian <|novelverb_past|> the ancient script.,The ancient script was <|novelverb_past|> by the historian.,low,-56.657325744628906,-55.625301361083984,-1.0320243835449219
