frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-28.26115608215332,-39.514102935791016,11.252946853637695
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-39.781776428222656,-47.102569580078125,7.320793151855469
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-34.287567138671875,-34.874629974365234,0.5870628356933594
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-33.58478546142578,-35.85344314575195,2.268657684326172
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-28.19705581665039,-31.160701751708984,2.9636459350585938
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-36.72617721557617,-40.504005432128906,3.7778282165527344
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-33.06129455566406,-28.837358474731445,-4.223936080932617
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-37.575927734375,-33.38821029663086,-4.187717437744141
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-27.980844497680664,-30.27490997314453,2.294065475463867
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-36.376609802246094,-28.804332733154297,-7.572277069091797
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-38.46120834350586,-54.31416702270508,15.852958679199219
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-46.63017654418945,-55.49617004394531,8.86599349975586
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-32.054378509521484,-35.024383544921875,2.9700050354003906
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-23.951175689697266,-37.885169982910156,13.93399429321289
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-38.31559371948242,-44.80396270751953,6.488368988037109
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-30.239933013916016,-38.511409759521484,8.271476745605469
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-31.042724609375,-45.32102966308594,14.278305053710938
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-38.09347915649414,-44.46308517456055,6.369606018066406
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-34.376380920410156,-41.347713470458984,6.971332550048828
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-29.700660705566406,-40.86161804199219,11.160957336425781
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-41.82427978515625,-45.47361755371094,3.6493377685546875
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-32.42823791503906,-39.762123107910156,7.333885192871094
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-41.26677703857422,-44.8544807434082,3.5877037048339844
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-37.04649353027344,-43.60304641723633,6.556552886962891
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-37.66154479980469,-44.55955123901367,6.898006439208984
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-34.89613342285156,-46.211570739746094,11.315437316894531
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-38.574371337890625,-44.012733459472656,5.438362121582031
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-34.936370849609375,-37.1226692199707,2.186298370361328
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-42.94168472290039,-42.64799118041992,-0.29369354248046875
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-40.977195739746094,-37.746421813964844,-3.23077392578125
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-30.282838821411133,-36.77440643310547,6.491567611694336
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-30.849407196044922,-39.070770263671875,8.221363067626953
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-41.782501220703125,-46.33263397216797,4.550132751464844
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-30.541954040527344,-38.646690368652344,8.104736328125
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-28.70508575439453,-27.75743293762207,-0.9476528167724609
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-25.86163902282715,-29.99221420288086,4.130575180053711
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-33.59020233154297,-43.37821960449219,9.788017272949219
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-31.881847381591797,-40.70133972167969,8.81949234008789
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-25.165294647216797,-32.49827194213867,7.332977294921875
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-21.886096954345703,-43.7056770324707,21.819580078125
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-24.151647567749023,-39.89540100097656,15.743753433227539
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-29.91033935546875,-35.504634857177734,5.594295501708984
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-23.935932159423828,-50.1892204284668,26.25328826904297
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-28.08022117614746,-44.46434020996094,16.384119033813477
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-34.32417678833008,-46.09511184692383,11.77093505859375
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-34.478126525878906,-29.610092163085938,-4.868034362792969
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-25.882522583007812,-39.778141021728516,13.895618438720703
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-25.116851806640625,-30.838335037231445,5.72148323059082
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-29.190515518188477,-34.92210006713867,5.731584548950195
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-38.24708557128906,-33.27410888671875,-4.9729766845703125
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-32.3311882019043,-34.496498107910156,2.1653099060058594
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-33.11524200439453,-34.33026885986328,1.21502685546875
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-31.03729820251465,-35.91823959350586,4.880941390991211
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-30.047183990478516,-34.305015563964844,4.257831573486328
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-37.473541259765625,-32.16942596435547,-5.304115295410156
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-32.8521614074707,-29.171798706054688,-3.6803627014160156
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-27.897167205810547,-36.391170501708984,8.494003295898438
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-26.599262237548828,-32.097923278808594,5.498661041259766
31,A,1,Your dog saw the toy.,The toy was seen by your dog.,saw,Experiencer-theme,your dog,the toy,1,-28.926441192626953,-39.72311782836914,10.796676635742188
