frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-28.77387809753418,-40.84474182128906,12.070863723754883
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-40.68101119995117,-47.21720886230469,6.536197662353516
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-31.39139175415039,-34.535621643066406,3.1442298889160156
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-32.131202697753906,-35.35178756713867,3.2205848693847656
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-32.07038497924805,-33.67061233520508,1.6002273559570312
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-39.67250061035156,-43.78376007080078,4.111259460449219
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-32.21244430541992,-29.98703384399414,-2.2254104614257812
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-35.729454040527344,-34.01485824584961,-1.7145957946777344
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-30.71798324584961,-31.424488067626953,0.7065048217773438
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-36.450557708740234,-28.513145446777344,-7.937412261962891
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-41.42006301879883,-52.63819122314453,11.218128204345703
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-46.7202262878418,-53.072296142578125,6.352069854736328
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-34.32985305786133,-38.53117370605469,4.201320648193359
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-26.587318420410156,-40.11588668823242,13.528568267822266
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-34.379695892333984,-43.12299728393555,8.743301391601562
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-32.936485290527344,-40.287010192871094,7.35052490234375
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-31.969457626342773,-44.1141357421875,12.144678115844727
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-36.458702087402344,-43.28670120239258,6.827999114990234
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-35.94495391845703,-37.86595916748047,1.9210052490234375
