frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community..,The community was benefited by your investment..,benefited,Advantage,donation,communities,0,-34.45487976074219,-48.29616928100586,13.841289520263672
1,A,2,Your investment profited the community..,The community was profited by your investment..,profited,Advantage,donation,communities,0,-44.217193603515625,-51.430809020996094,7.213615417480469
2,A,1,The exercise helped his fitness..,His fitness was helped by the exercise..,helped,Advantage,exercise,fitness,1,-45.90593338012695,-45.13985061645508,-0.766082763671875
2,A,2,The exercise strengthened his fitness..,His fitness was strengthened by the exercise..,strengthened,Advantage,exercise,fitness,1,-44.81782150268555,-45.39939498901367,0.581573486328125
3,A,1,Our friendship benefited my life..,My life was benefited by our friendship..,benefited,Advantage,friendship,life,0,-32.5063362121582,-44.03092575073242,11.524589538574219
3,A,2,Our friendship profited my life..,My life was profited by our friendship..,profited,Advantage,friendship,life,0,-40.806488037109375,-52.28804397583008,11.481555938720703
4,A,1,The law helped these workers..,These workers were helped by the law..,helped,Advantage,law,workers,1,-39.22687530517578,-39.687435150146484,0.4605598449707031
4,A,2,The law strengthened these workers..,These workers were strengthened by the law..,strengthened,Advantage,law,workers,1,-45.742645263671875,-44.203857421875,-1.538787841796875
5,A,1,The treaty benefited both countries..,Both countries were benefited by the treaty..,benefited,Advantage,treaty,countries,0,-37.98166275024414,-42.06684875488281,4.085186004638672
5,A,2,The treaty strengthened both countries..,Both countries were strengthened by the treaty..,strengthened,Advantage,treaty,countries,1,-46.56606674194336,-41.536354064941406,-5.029712677001953
6,A,1,Your dish cost ninety dollars..,Ninety dollars was cost by your dish..,cost,Price,dish,dollars,0,-54.21861267089844,-60.92755126953125,6.7089385986328125
6,A,2,Your dish fetched ninety dollars..,Ninety dollars was fetched by your dish..,fetched,Price,dish,dollars,1,-55.61254119873047,-65.35472869873047,9.7421875
7,A,1,The painting earned a fortune..,A fortune was earned by the painting..,earned,Price,painting,fortune,1,-43.58468246459961,-41.97923278808594,-1.6054496765136719
8,A,2,The tickets cost a lot of money..,A lot of money was cost by the tickets..,cost,Price,initiative,money,0,-32.38091278076172,-45.05078887939453,12.669876098632812
8,A,1,The tickets fetched a lot of money..,A lot of money was fetched by the tickets..,fetched,Price,initiative,money,1,-39.307682037353516,-52.78409194946289,13.476409912109375
9,A,2,Your book earned thirty dollars..,Thirty dollars was earned by your book..,earned,Price,book,dollars,1,-39.701026916503906,-50.959228515625,11.258201599121094
10,A,1,His actions cost the medal..,The medal was cost by his actions..,cost,Price,actions,medal,0,-39.04909896850586,-50.6002082824707,11.551109313964844
10,A,2,His actions fetched the medal..,The medal was fetched by his actions..,fetched,Price,actions,medal,1,-46.35354995727539,-52.026405334472656,5.672855377197266
11,A,1,My friend emanated confidence..,Confidence was emanated by my friend..,emanated,Ooze,friend,confidence,0,-42.59320831298828,-46.787132263183594,4.1939239501953125
11,A,2,My friend radiated confidence..,Confidence was radiated by my friend..,radiated,Ooze,friend,confidence,0,-38.91521453857422,-46.565101623535156,7.6498870849609375
12,A,1,The lightbulb discharged some light..,Some light was discharged by the lightbulb..,discharged,Ooze,lightbulb,light,1,-46.499481201171875,-53.849090576171875,7.349609375
12,A,2,The lightbulb emitted some light..,Some light was emitted by the lightbulb..,emitted,Ooze,lightbulb,light,1,-41.050411224365234,-47.200904846191406,6.150493621826172
13,A,1,That machine emanated a sound..,A sound was emanated by that machine..,emanated,Ooze,machine,sound,0,-49.712223052978516,-52.928401947021484,3.2161788940429688
13,A,2,That machine radiated a sound..,A sound was radiated by that machine..,radiated,Ooze,machine,sound,0,-45.71709060668945,-54.80976867675781,9.09267807006836
14,A,1,The teacher discharged wisdom..,Wisdom was discharged by the teacher..,discharged,Ooze,teacher,wisdom,1,-47.37430191040039,-46.97760772705078,-0.3966941833496094
14,A,2,The teacher emitted wisdom..,Wisdom was emitted by the teacher..,emitted,Ooze,teacher,wisdom,1,-46.14009094238281,-51.425048828125,5.2849578857421875
15,A,1,The trash emanated an odor..,An odor was emanated by the trash..,emanated,Ooze,trash,odor,0,-49.02960968017578,-49.83935546875,0.8097457885742188
15,A,2,The trash emitted an odor..,An odor was emitted by the trash..,emitted,Ooze,trash,odor,1,-47.59684753417969,-42.297508239746094,-5.299339294433594
16,A,1,Your drawing approximated her likeness..,Her likeness was approximated by the drawing..,approximated,Estimation,drawing,likeness,1,-57.21388244628906,-49.20855712890625,-8.005325317382812
16,A,2,Your drawing mirrored her likeness..,Her likeness was mirrored by the drawing..,mirrored,Estimation,drawing,likeness,1,-53.66351318359375,-46.30836868286133,-7.355144500732422
17,A,1,Your friend matched my brother..,My brother was matched by your friend..,matched,Estimation,friend,brother,1,-39.06715393066406,-45.65339660644531,6.58624267578125
17,A,2,Your friend resembled my brother..,My brother was resembled by your friend..,resembled,Estimation,friend,brother,0,-39.20036697387695,-49.47196960449219,10.271602630615234
18,A,1,The character approximated the author..,The author was approximated by the character..,approximated,Estimation,author,character,1,-53.13336944580078,-51.412757873535156,-1.720611572265625
18,A,2,The character mirrored the author..,The author was mirrored by the character..,mirrored,Estimation,author,character,1,-44.332489013671875,-47.597225189208984,3.2647361755371094
19,A,1,Her son matched her father..,Her father was matched by her son..,matched,Estimation,son,father,1,-41.020694732666016,-40.396156311035156,-0.6245384216308594
19,A,2,Her son resembled her father..,Her father was resembled by her son..,resembled,Estimation,son,father,0,-40.73967361450195,-44.39088821411133,3.651214599609375
20,A,1,The copy approximated the original..,The original was approximated by the copy..,approximated,Estimation,copy,original,1,-40.312503814697266,-53.90129089355469,13.588787078857422
20,A,2,The copy resembled the original..,The original was resembled by the copy..,resembled,Estimation,copy,original,0,-35.173622131347656,-50.77039337158203,15.596771240234375
21,A,1,The journey required three days..,Three days were required by the journey..,required,Duration,journey,days,1,-40.75830841064453,-40.09575653076172,-0.6625518798828125
22,A,2,My meeting lasted two hours..,Two hours was lasted by my meeting..,lasted,Duration,meeting,hours,0,-33.142669677734375,-59.389862060546875,26.2471923828125
22,A,1,My meeting took two hours..,Two hours was taken by my meeting..,took,Duration,meeting,hours,0,-36.5079345703125,-53.311031341552734,16.803096771240234
23,A,2,The interview required some time..,Some time was required by the interview..,required,Duration,interview,time,1,-37.6171760559082,-40.952110290527344,3.3349342346191406
24,A,1,Her speech lasted seventeen minutes..,Seventeen minutes was lasted by her speech..,lasted,Duration,speech,minutes,0,-31.38778305053711,-57.111534118652344,25.723751068115234
24,A,2,Her speech took seventeen minutes..,Seventeen minutes was taken by her speech..,took,Duration,speech,minutes,0,-38.149688720703125,-49.65398025512695,11.504291534423828
25,A,1,His trek required a month..,A month was required by his trek..,required,Duration,trek,month,1,-43.95063018798828,-52.13003921508789,8.17940902709961
26,A,2,My brother hit your friend..,your friend was hit by my brother..,hit,Agent-patient,my brother,your friend,1,-43.17792510986328,-39.58323287963867,-3.5946922302246094
26,A,1,Your sister hit the target..,The target was hit by your sister..,hit,Agent-patient,your sister,the target,1,-32.84088897705078,-49.462982177734375,16.622093200683594
26,A,2,The child hit the ball..,The ball was hit by the child..,hit,Agent-patient,the child,the ball,1,-34.0404052734375,-37.46665954589844,3.4262542724609375
27,A,1,My brother pushed a child..,A child was pushed by my brother..,pushed,Agent-patient,my brother,a child,1,-38.782108306884766,-39.79461669921875,1.0125083923339844
27,A,2,The mother pushed my toy..,My toy was pushed by the mother..,pushed,Agent-patient,the mother,my toy,1,-44.48924255371094,-42.678016662597656,-1.8112258911132812
28,A,1,A boy washed the cup..,The cup was washed by a boy..,washed,Agent-patient,a boy,the cup,1,-41.1595458984375,-44.9971923828125,3.837646484375
28,A,2,A child washed the bag..,The bag was washed by a child..,washed,Agent-patient,a child,the bag,1,-40.88029861450195,-40.958770751953125,0.07847213745117188
28,A,1,My sister washed a towel..,A towel was washed by my sister..,washed,Agent-patient,my sister,a towel,1,-42.29280090332031,-45.70423889160156,3.41143798828125
29,A,2,My brother dropped my plate..,My plate was dropped by my brother..,dropped,Agent-patient,my brother,my plate,1,-39.721466064453125,-41.84025573730469,2.1187896728515625
29,A,1,The mother dropped my toy..,My toy was dropped by the mother..,dropped,Agent-patient,the mother,my toy,1,-42.20213317871094,-41.38087463378906,-0.821258544921875
30,A,2,A boy carried my bag..,My bag was carried by a boy..,carried,Agent-patient,a boy,my bag,1,-40.18705368041992,-35.5399284362793,-4.647125244140625
30,A,1,Your mother carried the child..,The child was carried by your mother..,carried,Agent-patient,your mother,the child,1,-30.408588409423828,-40.411128997802734,10.002540588378906
31,A,2,My brother saw your friend..,Your friend was seen by my brother..,saw,Experiencer-theme,my brother,your friend,1,-34.79029083251953,-42.1993293762207,7.409038543701172
31,A,1,Your dog saw the toy..,The toy was seen by your dog..,saw,Experiencer-theme,your dog,the toy,1,-34.87388610839844,-47.581275939941406,12.707389831542969
31,A,2,Your sister saw a book..,A book was seen by your sister..,saw,Experiencer-theme,your sister,a book,1,-34.4858512878418,-47.200477600097656,12.71462631225586
32,A,1,A boy heard the sound..,The sound was heard by a boy..,heard,Experiencer-theme,a boy,the sound,1,-33.3184700012207,-40.372047424316406,7.053577423095703
32,A,2,The child heard the rules..,The rules were heard by the child..,heard,Experiencer-theme,the rules,a monkey,1,-38.95525360107422,-43.61707305908203,4.6618194580078125
33,A,1,My brother knew your friend..,Your friend was known by my brother..,knew,Experiencer-theme,my brother,your friend,1,-39.796630859375,-40.784767150878906,0.9881362915039062
33,A,2,Your dog knew my cat..,My cat was known by your dog..,knew,Experiencer-theme,your dog,my cat,1,-36.66859436035156,-47.257476806640625,10.588882446289062
33,A,1,Your sister knew my brother..,My brother was known by your sister..,knew,Experiencer-theme,your sister,my brother,1,-33.26591110229492,-43.347145080566406,10.081233978271484
34,A,2,A boy liked the game..,The game was liked by a boy..,liked,Experiencer-theme,a boy,the game,1,-33.244529724121094,-41.25536346435547,8.010833740234375
34,A,1,The child liked a monkey..,A monkey was liked by the child..,liked,Experiencer-theme,the child,a monkey,1,-39.33092498779297,-43.58079147338867,4.249866485595703
35,A,2,My brother remembered your friend..,Your friend was remembered by my brother..,remembered,Experiencer-theme,my brother,your friend,1,-40.144371032714844,-40.91374206542969,0.7693710327148438
35,A,1,Your dog remembered my toy..,My toy was remembered by your dog..,remembered,Experiencer-theme,your dog,my toy,1,-44.78565979003906,-48.639678955078125,3.8540191650390625
35,A,2,Your sister remembered a book..,A book was remembered by your sister..,remembered,Experiencer-theme,your sister,a book,1,-38.64305114746094,-51.44495391845703,12.801902770996094
1,B,1,Your investment helped the community..,The community was helped by your investment..,helped,Advantage,donation,communities,1,-38.76213073730469,-45.55867385864258,6.796543121337891
1,B,2,Your investment strengthened the community..,The community was strengthened by your investment..,strengthened,Advantage,donation,communities,1,-45.09550476074219,-49.672393798828125,4.5768890380859375
2,B,1,The exercise benefited his fitness..,His fitness was benefited by the exercise..,benefited,Advantage,exercise,fitness,0,-50.10435485839844,-48.15232849121094,-1.9520263671875
2,B,2,The exercise profited his fitness..,His fitness was profited by the exercise..,profited,Advantage,exercise,fitness,0,-56.74045944213867,-54.542694091796875,-2.197765350341797
3,B,1,Our friendship helped my life..,My life was helped by our friendship..,helped,Advantage,friendship,life,1,-39.666046142578125,-41.4013671875,1.735321044921875
3,B,2,Our friendship strengthened my life..,My life was strengthened by our friendship..,strengthened,Advantage,friendship,life,1,-38.6109504699707,-44.69508361816406,6.084133148193359
4,B,1,The law benefited these workers..,These workers were benefited by the law..,benefited,Advantage,law,workers,0,-38.85304260253906,-42.18522262573242,3.3321800231933594
