frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-24.787092208862305,-41.18104553222656,16.393953323364258
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-35.94814682006836,-45.55197525024414,9.603828430175781
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-33.91343307495117,-32.03361511230469,-1.8798179626464844
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-34.391963958740234,-33.42456817626953,-0.9673957824707031
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-26.80515480041504,-32.94068908691406,6.135534286499023
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-36.81753921508789,-39.117977142333984,2.3004379272460938
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-34.081459045410156,-29.145679473876953,-4.935779571533203
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-36.803382873535156,-34.30241775512695,-2.500965118408203
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-28.943679809570312,-29.62138557434082,0.6777057647705078
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-37.07273864746094,-26.45562171936035,-10.617116928100586
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-37.305992126464844,-60.22342300415039,22.917430877685547
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-45.26682662963867,-57.39568328857422,12.128856658935547
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-35.6828727722168,-36.35628128051758,0.6734085083007812
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-24.16982650756836,-45.38581085205078,21.215984344482422
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-35.80849838256836,-41.59239959716797,5.783901214599609
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-31.014463424682617,-39.03407669067383,8.019613265991211
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-32.52175521850586,-47.321388244628906,14.799633026123047
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-38.1716194152832,-44.41631317138672,6.244693756103516
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-31.71905517578125,-36.75135803222656,5.0323028564453125
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-29.22139549255371,-35.85905456542969,6.637659072875977
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-37.91567611694336,-45.166351318359375,7.250675201416016
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-36.0516357421875,-40.48749923706055,4.435863494873047
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-35.20651626586914,-42.49805450439453,7.291538238525391
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-33.808353424072266,-44.43092346191406,10.622570037841797
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-36.728973388671875,-44.79722213745117,8.068248748779297
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-34.57286071777344,-44.486122131347656,9.913261413574219
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-39.406707763671875,-42.431819915771484,3.0251121520996094
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-39.61064910888672,-35.229129791259766,-4.381519317626953
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-42.7187385559082,-44.02946853637695,1.31072998046875
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-41.32061004638672,-39.20909881591797,-2.11151123046875
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-29.093795776367188,-35.96538543701172,6.871589660644531
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-26.889535903930664,-40.56369400024414,13.674158096313477
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-38.17839050292969,-46.17601776123047,7.997627258300781
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-33.78527069091797,-38.57321548461914,4.787944793701172
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-26.425094604492188,-27.072423934936523,0.6473293304443359
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-27.50054931640625,-34.279930114746094,6.779380798339844
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-35.661659240722656,-41.70973587036133,6.048076629638672
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-31.838699340820312,-41.34823226928711,9.509532928466797
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-26.042285919189453,-33.40857696533203,7.366291046142578
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-20.481122970581055,-46.88985061645508,26.408727645874023
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-22.405601501464844,-42.33168411254883,19.926082611083984
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-27.204347610473633,-37.02341079711914,9.819063186645508
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-24.423648834228516,-50.457977294921875,26.03432846069336
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-28.280170440673828,-44.993568420410156,16.713397979736328
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-32.41706466674805,-45.840904235839844,13.423839569091797
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-30.290225982666016,-30.23517417907715,-0.05505180358886719
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-24.985841751098633,-43.6738166809082,18.68797492980957
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-27.850112915039062,-30.96005630493164,3.109943389892578
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-27.668195724487305,-33.6198844909668,5.951688766479492
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-35.104736328125,-33.94617462158203,-1.1585617065429688
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-34.565860748291016,-37.37858963012695,2.8127288818359375
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-33.15046310424805,-35.74824905395508,2.5977859497070312
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-30.788005828857422,-39.90359878540039,9.115592956542969
