frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-29.755645751953125,-39.8980827331543,10.142436981201172
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-38.19206619262695,-43.42993927001953,5.237873077392578
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-36.507904052734375,-33.89082717895508,-2.617076873779297
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-34.9793815612793,-35.28391647338867,0.304534912109375
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-29.803983688354492,-34.98435974121094,5.180376052856445
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-36.07443618774414,-41.63039016723633,5.5559539794921875
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-34.54050064086914,-29.09355926513672,-5.446941375732422
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-36.677101135253906,-34.34893035888672,-2.3281707763671875
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-27.06403350830078,-30.039474487304688,2.9754409790039062
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-36.019290924072266,-26.230209350585938,-9.789081573486328
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-37.391578674316406,-50.2009162902832,12.809337615966797
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-46.52350997924805,-51.9174690246582,5.393959045410156
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-33.99517059326172,-37.96839904785156,3.9732284545898438
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-26.632822036743164,-38.715904235839844,12.08308219909668
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-32.68409729003906,-42.683441162109375,9.999343872070312
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-33.83278274536133,-42.94639205932617,9.113609313964844
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-29.041933059692383,-40.1021728515625,11.060239791870117
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-34.945735931396484,-45.230712890625,10.284976959228516
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-35.454769134521484,-37.42265701293945,1.9678878784179688
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-30.03715705871582,-33.91960906982422,3.8824520111083984
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-42.73645782470703,-47.5705680847168,4.834110260009766
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-34.8214111328125,-40.332733154296875,5.511322021484375
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-49.034645080566406,-45.70155334472656,-3.3330917358398438
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-42.000343322753906,-45.294281005859375,3.2939376831054688
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-38.35006332397461,-44.768978118896484,6.418914794921875
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-37.4551887512207,-42.642372131347656,5.187183380126953
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-42.25095748901367,-44.57556915283203,2.3246116638183594
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-36.891151428222656,-36.65827178955078,-0.232879638671875
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-41.870582580566406,-39.01719284057617,-2.8533897399902344
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-43.20586013793945,-38.61789321899414,-4.5879669189453125
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-31.87820053100586,-35.4498176574707,3.5716171264648438
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-30.39818572998047,-40.22451400756836,9.82632827758789
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-37.64546585083008,-45.37781524658203,7.732349395751953
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-32.95038604736328,-40.03538513183594,7.084999084472656
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-27.922752380371094,-28.61989402770996,0.6971416473388672
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-24.41155433654785,-33.74833297729492,9.33677864074707
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-36.934730529785156,-41.34414291381836,4.409412384033203
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-28.73048210144043,-45.40412902832031,16.673646926879883
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-27.558143615722656,-35.813175201416016,8.25503158569336
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-24.001949310302734,-40.5660400390625,16.564090728759766
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-25.207275390625,-35.332855224609375,10.125579833984375
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-28.926834106445312,-34.759029388427734,5.832195281982422
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-25.33312225341797,-50.54399871826172,25.21087646484375
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-26.152070999145508,-45.863677978515625,19.711606979370117
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-35.466304779052734,-48.94920349121094,13.482898712158203
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-31.119613647460938,-32.342254638671875,1.2226409912109375
