frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-29.67919158935547,-40.0709342956543,10.391742706298828
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-39.53634262084961,-44.49470520019531,4.958362579345703
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-35.12701416015625,-35.119510650634766,-0.007503509521484375
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-34.874610900878906,-35.414283752441406,0.5396728515625
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-30.172588348388672,-32.000423431396484,1.8278350830078125
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-37.85819625854492,-38.96211242675781,1.1039161682128906
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-32.35695266723633,-30.669343948364258,-1.6876087188720703
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-38.24833679199219,-34.91619873046875,-3.3321380615234375
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-29.571273803710938,-32.38372039794922,2.8124465942382812
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-37.93758010864258,-30.973876953125,-6.963703155517578
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-35.44062423706055,-50.95814514160156,15.517520904541016
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-40.31841278076172,-53.255340576171875,12.936927795410156
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-35.52874755859375,-37.34471130371094,1.8159637451171875
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-25.952800750732422,-40.297874450683594,14.345073699951172
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-34.95445251464844,-41.68251419067383,6.728061676025391
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-31.43585777282715,-37.037193298339844,5.601335525512695
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-31.132535934448242,-41.678466796875,10.545930862426758
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-37.0013427734375,-44.47441101074219,7.4730682373046875
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-36.53346633911133,-34.15488815307617,-2.3785781860351562
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-29.187137603759766,-34.81900405883789,5.631866455078125
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-39.93241500854492,-46.90728759765625,6.974872589111328
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-35.89047622680664,-37.0350227355957,1.1445465087890625
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-39.809078216552734,-42.92021560668945,3.1111373901367188
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-35.669403076171875,-44.983001708984375,9.3135986328125
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-37.1707763671875,-46.5430908203125,9.372314453125
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-35.51019287109375,-42.26873016357422,6.758537292480469
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-40.15044021606445,-41.693885803222656,1.5434455871582031
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-40.653602600097656,-37.34790802001953,-3.305694580078125
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-49.44655227661133,-46.282901763916016,-3.1636505126953125
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-39.50232696533203,-38.90172576904297,-0.6006011962890625
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-30.068824768066406,-36.12109375,6.052268981933594
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-28.87664031982422,-42.03154373168945,13.154903411865234
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-43.28927993774414,-45.90768814086914,2.618408203125
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-33.16645431518555,-42.137451171875,8.970996856689453
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-30.219070434570312,-28.130962371826172,-2.0881080627441406
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-25.806346893310547,-33.21079635620117,7.404449462890625
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-41.14276885986328,-48.72420883178711,7.581439971923828
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-31.242923736572266,-48.36145782470703,17.118534088134766
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-31.352527618408203,-38.84550476074219,7.492977142333984
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-20.643957138061523,-49.960819244384766,29.316862106323242
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-27.550952911376953,-41.692176818847656,14.141223907470703
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-28.25749969482422,-41.37880325317383,13.12130355834961
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-24.439476013183594,-53.7817268371582,29.34225082397461
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-31.902658462524414,-48.5977668762207,16.69510841369629
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-35.881431579589844,-48.3489990234375,12.467567443847656
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-30.073272705078125,-29.42768669128418,-0.6455860137939453
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-22.60553741455078,-39.090213775634766,16.484676361083984
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-25.551433563232422,-30.533550262451172,4.98211669921875
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-28.828824996948242,-35.32167053222656,6.49284553527832
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-34.66594696044922,-36.520362854003906,1.8544158935546875
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-35.707763671875,-35.519554138183594,-0.18820953369140625
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-31.69898223876953,-33.922630310058594,2.2236480712890625
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-31.33429718017578,-36.08818054199219,4.753883361816406
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-31.698497772216797,-34.40402603149414,2.7055282592773438
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-34.8543815612793,-36.269264221191406,1.4148826599121094
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-34.25001907348633,-28.576560974121094,-5.673458099365234
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-24.36980438232422,-35.77825164794922,11.408447265625
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-27.578170776367188,-29.62183380126953,2.0436630249023438
31,A,1,Your dog saw the toy.,The toy was seen by your dog.,saw,Experiencer-theme,your dog,the toy,1,-27.876853942871094,-39.0426139831543,11.165760040283203
31,A,2,Your sister saw a book.,A book was seen by your sister.,saw,Experiencer-theme,your sister,a book,1,-23.833463668823242,-38.84256362915039,15.009099960327148
