frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-27.199378967285156,-39.77257537841797,12.573196411132812
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-38.35528564453125,-45.380863189697266,7.025577545166016
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-31.290454864501953,-33.00824737548828,1.7177925109863281
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-29.90060806274414,-34.36531066894531,4.464702606201172
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-29.445327758789062,-33.8206901550293,4.375362396240234
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-35.68346405029297,-40.63325119018555,4.949787139892578
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-33.729122161865234,-28.27731704711914,-5.451805114746094
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-37.56684112548828,-32.31160354614258,-5.255237579345703
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-28.453699111938477,-29.16936492919922,0.7156658172607422
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-34.83885955810547,-28.586536407470703,-6.252323150634766
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-39.885154724121094,-57.1336784362793,17.248523712158203
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-41.67688751220703,-56.45637512207031,14.779487609863281
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-32.080665588378906,-36.7292366027832,4.648571014404297
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-25.25404930114746,-43.505462646484375,18.251413345336914
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-34.42894744873047,-40.075984954833984,5.647037506103516
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-32.059139251708984,-40.81138610839844,8.752246856689453
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-31.890052795410156,-46.799842834472656,14.9097900390625
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-36.461753845214844,-43.510677337646484,7.048923492431641
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-36.145606994628906,-37.828487396240234,1.6828804016113281
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-33.03229522705078,-35.071468353271484,2.039173126220703
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-45.516483306884766,-48.017940521240234,2.5014572143554688
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-38.580223083496094,-41.58136749267578,3.0011444091796875
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-45.76258850097656,-44.32276916503906,-1.4398193359375
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-42.46923065185547,-42.73328399658203,0.2640533447265625
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-37.40167236328125,-45.43582534790039,8.03415298461914
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-36.522525787353516,-45.26717758178711,8.744651794433594
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-41.88823699951172,-41.135467529296875,-0.7527694702148438
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-37.420501708984375,-33.858253479003906,-3.5622482299804688
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-43.630645751953125,-41.014949798583984,-2.6156959533691406
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-40.87409591674805,-37.03801727294922,-3.836078643798828
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-30.453372955322266,-37.39503479003906,6.941661834716797
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-28.70726203918457,-38.35944747924805,9.652185440063477
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-41.49163818359375,-42.21603775024414,0.7243995666503906
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-34.66541290283203,-38.396446228027344,3.7310333251953125
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-28.77755355834961,-29.006046295166016,0.22849273681640625
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-30.111427307128906,-29.634017944335938,-0.47740936279296875
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-36.769752502441406,-40.382198333740234,3.612445831298828
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-33.77940368652344,-38.40279769897461,4.623394012451172
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-28.36049461364746,-33.191551208496094,4.831056594848633
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-22.151063919067383,-50.37982177734375,28.228757858276367
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-23.299409866333008,-42.99034118652344,19.69093132019043
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-28.828907012939453,-36.90497970581055,8.076072692871094
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-24.979042053222656,-52.122337341308594,27.143295288085938
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-29.47046661376953,-43.79160690307617,14.32114028930664
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-33.07856369018555,-46.3604621887207,13.281898498535156
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-31.403125762939453,-28.37133026123047,-3.0317955017089844
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-24.42636489868164,-40.737632751464844,16.311267852783203
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-24.714841842651367,-28.868267059326172,4.153425216674805
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-30.083271026611328,-35.094947814941406,5.011676788330078
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-38.134552001953125,-35.67369842529297,-2.4608535766601562
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-32.86263656616211,-34.752830505371094,1.8901939392089844
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-32.8807373046875,-37.49161148071289,4.610874176025391
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-29.797134399414062,-36.842655181884766,7.045520782470703
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-29.34096908569336,-33.70018768310547,4.359218597412109
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-34.69734573364258,-33.37051773071289,-1.3268280029296875
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-31.442569732666016,-31.424392700195312,-0.018177032470703125
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-24.849788665771484,-35.70151138305664,10.851722717285156
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-28.09654998779297,-29.814380645751953,1.7178306579589844
31,A,1,Your dog saw the toy.,The toy was seen by your dog.,saw,Experiencer-theme,your dog,the toy,1,-27.96615219116211,-40.426116943359375,12.459964752197266
31,A,2,Your sister saw a book.,A book was seen by your sister.,saw,Experiencer-theme,your sister,a book,1,-23.908966064453125,-37.95060729980469,14.041641235351562
32,A,1,A boy heard the sound.,The sound was heard by a boy.,heard,Experiencer-theme,a boy,the sound,1,-24.358394622802734,-31.305072784423828,6.946678161621094
32,A,2,The child heard the rules.,The rules were heard by the child.,heard,Experiencer-theme,the rules,a monkey,1,-31.36758041381836,-35.78302764892578,4.415447235107422
33,A,1,My brother knew your friend.,Your friend was known by my brother.,knew,Experiencer-theme,my brother,your friend,1,-31.105562210083008,-30.149478912353516,-0.9560832977294922
33,A,2,Your dog knew my cat.,My cat was known by your dog.,knew,Experiencer-theme,your dog,my cat,1,-27.64504051208496,-34.344356536865234,6.699316024780273
33,A,1,Your sister knew my brother.,My brother was known by your sister.,knew,Experiencer-theme,your sister,my brother,1,-24.45186996459961,-36.123573303222656,11.671703338623047
34,A,2,A boy liked the game.,The game was liked by a boy.,liked,Experiencer-theme,a boy,the game,1,-27.819738388061523,-31.58050537109375,3.7607669830322266
34,A,1,The child liked a monkey.,A monkey was liked by the child.,liked,Experiencer-theme,the child,a monkey,1,-31.187406539916992,-37.47582244873047,6.288415908813477
35,A,2,My brother remembered your friend.,Your friend was remembered by my brother.,remembered,Experiencer-theme,my brother,your friend,1,-32.01763153076172,-32.58583450317383,0.5682029724121094
35,A,1,Your dog remembered my toy.,My toy was remembered by your dog.,remembered,Experiencer-theme,your dog,my toy,1,-38.011783599853516,-45.111083984375,7.099300384521484
35,A,2,Your sister remembered a book.,A book was remembered by your sister.,remembered,Experiencer-theme,your sister,a book,1,-30.266807556152344,-42.52753829956055,12.260730743408203
1,B,1,Your investment helped the community.,The community was helped by your investment.,helped,Advantage,donation,communities,1,-26.553241729736328,-37.76316833496094,11.20992660522461
1,B,2,Your investment strengthened the community.,The community was strengthened by your investment.,strengthened,Advantage,donation,communities,1,-31.871524810791016,-42.537879943847656,10.66635513305664
2,B,1,The exercise benefited his fitness.,His fitness was benefited by the exercise.,benefited,Advantage,exercise,fitness,0,-31.347957611083984,-36.07533264160156,4.727375030517578
2,B,2,The exercise profited his fitness.,His fitness was profited by the exercise.,profited,Advantage,exercise,fitness,0,-37.1325569152832,-39.82009506225586,2.6875381469726562
3,B,1,Our friendship helped my life.,My life was helped by our friendship.,helped,Advantage,friendship,life,1,-27.91887855529785,-30.059673309326172,2.1407947540283203
3,B,2,Our friendship strengthened my life.,My life was strengthened by our friendship.,strengthened,Advantage,friendship,life,1,-32.910526275634766,-32.775630950927734,-0.13489532470703125
4,B,1,The law benefited these workers.,These workers were benefited by the law.,benefited,Advantage,law,workers,0,-29.651729583740234,-29.149394989013672,-0.5023345947265625
4,B,2,The law profited these workers.,These workers were profited by the law.,profited,Advantage,law,workers,0,-41.65262985229492,-32.92559814453125,-8.727031707763672
5,B,1,The treaty helped both countries.,Both countries were helped by the treaty.,helped,Advantage,treaty,countries,1,-33.35628890991211,-27.43960189819336,-5.91668701171875
5,B,2,The treaty profited both countries.,Both countries were profited by the treaty.,profited,Advantage,treaty,countries,0,-36.541160583496094,-33.598148345947266,-2.943012237548828
6,B,1,Your dish earned ninety dollars.,Ninety dollars was earned by your dish.,earned,Price,dish,dollars,1,-40.479515075683594,-50.48894500732422,10.009429931640625
7,B,2,The painting cost a fortune.,A fortune was cost by the painting.,cost,Price,painting,fortune,0,-28.78836441040039,-48.431121826171875,19.642757415771484
7,B,1,The painting fetched a fortune.,A fortune was fetched by the painting.,fetched,Price,painting,fortune,1,-34.10483169555664,-43.937232971191406,9.832401275634766
