subject,object,verb,sentence,active,passive,affectedness,active_score,passive_score,pass_drop
the patient,news of his test results,received,The patient received news of his test results.,The patient <|novelverb_past|> news of his test results.,News of his test results was <|novelverb_past|> by the patient.,low,-53.73505401611328,-57.9626350402832,4.227581024169922
Marie,pasta,liked,Marie liked pasta.,Marie <|novelverb_past|> pasta.,Pasta was <|novelverb_past|> by Marie.,low,-37.238182067871094,-47.270694732666016,10.032512664794922
The dog,its owner,trusted,The dog trusted its owner completely.,The dog <|novelverb_past|> its owner completely.,Its owner was <|novelverb_past|> completely by the dog.,low,-39.33903884887695,-50.025489807128906,10.686450958251953
the fridge,the groceries,received,The fridge received the groceries.,The fridge <|novelverb_past|> the groceries.,The groceries were <|novelverb_past|> by the fridge.,low,-40.65852737426758,-47.69369125366211,7.035163879394531
The translator,the speaker's dialect,understood,The translator understood the speaker's dialect effortlessly.,The translator <|novelverb_past|> the speaker's dialect effortlessly.,The speaker's dialect was <|novelverb_past|> effortlessly by the translator.,low,-58.83351135253906,-72.45858764648438,13.625076293945312
The new smartphone,a small fortune,cost,The new smartphone cost a small fortune.,The new smartphone <|novelverb_past|> a small fortune.,A small fortune was <|novelverb_past|> by the new smartphone.,low,-47.95941925048828,-53.36616897583008,5.406749725341797
The sculpture,a twisting vine,resembled,The sculpture resembled a twisting vine.,The sculpture <|novelverb_past|> a twisting vine.,A twisting vine was <|novelverb_past|> by the sculpture.,low,-53.586219787597656,-57.968177795410156,4.3819580078125
the tourists,the local cuisine,liked,The tourists liked the local cuisine.,The tourists <|novelverb_past|> the local cuisine.,The local cuisine was <|novelverb_past|> by the tourists.,low,-42.36013412475586,-51.338008880615234,8.977874755859375
The baker,the cake fresh out of the oven,liked,The baker liked the cake fresh out of the oven.,The baker <|novelverb_past|> the cake fresh out of the oven.,The cake was <|novelverb_past|> fresh out of the oven by the baker.,low,-44.5783805847168,-54.96044921875,10.382068634033203
the patient,immediate medical attention,needed,The patient needed immediate medical attention.,The patient <|novelverb_past|> immediate medical attention.,Immediate medical attention was <|novelverb_past|> by the patient.,low,-42.00638961791992,-57.853328704833984,15.846939086914062
the veteran,the fallen comrades,remembered,The veteran remembered the fallen comrades.,The veteran <|novelverb_past|> the fallen comrades.,The fallen comrades were <|novelverb_past|> by the veteran.,low,-46.404876708984375,-54.91889190673828,8.514015197753906
The athlete,the crucial shot at the goal,missed,The athlete missed the crucial shot at the goal.,The athlete <|novelverb_past|> the crucial shot at the goal.,The crucial shot at the goal was <|novelverb_past|> by the athlete.,low,-55.56851577758789,-61.91223907470703,6.343723297119141
the children,the long homework assignments,dreaded,The children dreaded the long homework assignments.,The children <|novelverb_past|> the long homework assignments.,The long homework assignments were <|novelverb_past|> by the children.,low,-62.67206954956055,-63.55177688598633,0.8797073364257812
The committee,the researcher's efforts,recognized,The committee recognized the researcher's efforts.,The committee <|novelverb_past|> the researcher's efforts.,The researcher's efforts were <|novelverb_past|> by the committee.,low,-41.54706954956055,-55.811798095703125,14.264728546142578
the historian,the ancient script,knew,The historian knew the ancient script.,The historian <|novelverb_past|> the ancient script.,The ancient script was <|novelverb_past|> by the historian.,low,-47.04969024658203,-56.12065887451172,9.070968627929688
