frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-27.53644561767578,-37.37862777709961,9.842182159423828
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-38.6684455871582,-43.06956100463867,4.401115417480469
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-34.70812225341797,-33.12962341308594,-1.5784988403320312
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-33.235599517822266,-35.152427673339844,1.9168281555175781
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-28.807323455810547,-31.663665771484375,2.856342315673828
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-40.095458984375,-40.18673324584961,0.09127426147460938
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-33.43572235107422,-28.108551025390625,-5.327171325683594
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-36.23833084106445,-32.68677520751953,-3.551555633544922
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-28.726459503173828,-30.712970733642578,1.98651123046875
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-31.756885528564453,-29.810564041137695,-1.9463214874267578
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-35.51176452636719,-50.05706024169922,14.545295715332031
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-45.345985412597656,-51.92420196533203,6.578216552734375
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-35.428619384765625,-35.67253112792969,0.2439117431640625
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-23.013301849365234,-42.3653678894043,19.352066040039062
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-33.5046272277832,-41.721710205078125,8.217082977294922
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-32.66278839111328,-37.58916091918945,4.926372528076172
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-33.067779541015625,-45.22997283935547,12.162193298339844
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-36.96533203125,-45.3193359375,8.35400390625
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-32.526222229003906,-35.11296844482422,2.5867462158203125
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-28.44918441772461,-34.812076568603516,6.362892150878906
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-37.67281723022461,-40.48178482055664,2.8089675903320312
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-36.217742919921875,-34.584808349609375,-1.6329345703125
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-37.77053451538086,-43.93564224243164,6.165107727050781
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-35.56947326660156,-42.89411163330078,7.324638366699219
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-35.13549041748047,-44.91790771484375,9.782417297363281
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-36.3123664855957,-46.619041442871094,10.30667495727539
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-44.54869079589844,-43.358787536621094,-1.1899032592773438
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-39.09716796875,-34.60658264160156,-4.4905853271484375
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-44.988136291503906,-42.11407470703125,-2.8740615844726562
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-44.68291473388672,-38.05660629272461,-6.626308441162109
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-27.688888549804688,-37.8167724609375,10.127883911132812
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-29.73815155029297,-38.76258087158203,9.024429321289062
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-39.28538131713867,-42.6555061340332,3.3701248168945312
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-33.826438903808594,-42.030574798583984,8.20413589477539
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-26.865633010864258,-30.528339385986328,3.6627063751220703
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-27.50619888305664,-31.69312286376953,4.186923980712891
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-37.69584655761719,-49.8170051574707,12.121158599853516
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-31.151447296142578,-47.2530632019043,16.10161590576172
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-28.23366355895996,-36.24857711791992,8.014913558959961
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-20.573219299316406,-44.61603546142578,24.042816162109375
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-23.14936637878418,-36.38261413574219,13.233247756958008
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-29.19256591796875,-37.44599914550781,8.253433227539062
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-28.68757438659668,-44.955833435058594,16.268259048461914
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-31.773738861083984,-36.990440368652344,5.216701507568359
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-33.637229919433594,-45.89739990234375,12.260169982910156
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-30.48966407775879,-31.595638275146484,1.1059741973876953
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-26.114952087402344,-43.369754791259766,17.254802703857422
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-26.339296340942383,-29.25379180908203,2.9144954681396484
27,A,1,My brother pushed a child.,A child was pushed by my brother.,pushed,Agent-patient,my brother,a child,1,-27.852561950683594,-34.12935256958008,6.276790618896484
27,A,2,The mother pushed my toy.,My toy was pushed by the mother.,pushed,Agent-patient,the mother,my toy,1,-37.85834884643555,-34.110260009765625,-3.748088836669922
28,A,1,A boy washed the cup.,The cup was washed by a boy.,washed,Agent-patient,a boy,the cup,1,-31.19487953186035,-37.6113395690918,6.416460037231445
28,A,2,A child washed the bag.,The bag was washed by a child.,washed,Agent-patient,a child,the bag,1,-31.979106903076172,-34.482208251953125,2.503101348876953
28,A,1,My sister washed a towel.,A towel was washed by my sister.,washed,Agent-patient,my sister,a towel,1,-28.281211853027344,-37.63590621948242,9.354694366455078
29,A,2,My brother dropped my plate.,My plate was dropped by my brother.,dropped,Agent-patient,my brother,my plate,1,-29.529888153076172,-34.77922821044922,5.249340057373047
29,A,1,The mother dropped my toy.,My toy was dropped by the mother.,dropped,Agent-patient,the mother,my toy,1,-36.40028762817383,-33.442138671875,-2.958148956298828
30,A,2,A boy carried my bag.,My bag was carried by a boy.,carried,Agent-patient,a boy,my bag,1,-30.368911743164062,-32.555721282958984,2.186809539794922
30,A,1,Your mother carried the child.,The child was carried by your mother.,carried,Agent-patient,your mother,the child,1,-25.714935302734375,-38.53948974609375,12.824554443359375
31,A,2,My brother saw your friend.,Your friend was seen by my brother.,saw,Experiencer-theme,my brother,your friend,1,-26.833433151245117,-29.141664505004883,2.3082313537597656
