frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-24.337923049926758,-42.403968811035156,18.0660457611084
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-36.92218780517578,-45.27069854736328,8.3485107421875
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-31.220428466796875,-33.696556091308594,2.4761276245117188
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-34.39211654663086,-34.26767349243164,-0.12444305419921875
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-33.25660705566406,-33.65338134765625,0.3967742919921875
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-41.05989074707031,-39.56387710571289,-1.4960136413574219
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-32.96713638305664,-28.870519638061523,-4.096616744995117
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-39.569923400878906,-34.036651611328125,-5.533271789550781
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-29.23691177368164,-32.088417053222656,2.8515052795410156
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-35.805667877197266,-29.336671829223633,-6.468996047973633
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-37.525062561035156,-51.8487548828125,14.323692321777344
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-49.43667221069336,-52.240291595458984,2.803619384765625
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-35.89378356933594,-36.15987777709961,0.2660942077636719
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-22.84761619567871,-40.858070373535156,18.010454177856445
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-33.12725830078125,-39.71802520751953,6.590766906738281
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-32.7371826171875,-40.95455551147461,8.21737289428711
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-31.99397087097168,-44.72561264038086,12.73164176940918
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-38.892791748046875,-42.819889068603516,3.9270973205566406
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-37.270572662353516,-38.750858306884766,1.48028564453125
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-32.07054901123047,-35.419681549072266,3.349132537841797
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-40.11385726928711,-47.263389587402344,7.149532318115234
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-36.53924560546875,-40.61253356933594,4.0732879638671875
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-47.35102844238281,-43.871097564697266,-3.479930877685547
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-37.55684280395508,-44.0483512878418,6.491508483886719
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-39.79120635986328,-43.37819290161133,3.586986541748047
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-36.91736602783203,-42.61190414428711,5.694538116455078
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-43.924659729003906,-43.41560363769531,-0.5090560913085938
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-38.922977447509766,-39.26744842529297,0.3444709777832031
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-47.261436462402344,-40.365230560302734,-6.896205902099609
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-40.31990432739258,-37.81508255004883,-2.50482177734375
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-30.782398223876953,-35.376373291015625,4.593975067138672
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-30.87790298461914,-37.187278747558594,6.309375762939453
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-42.79647445678711,-42.023189544677734,-0.773284912109375
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-35.140968322753906,-39.495704650878906,4.354736328125
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-28.80731773376465,-27.26213836669922,-1.5451793670654297
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-27.18317413330078,-31.55605697631836,4.372882843017578
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-40.933292388916016,-42.2236442565918,1.2903518676757812
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-33.666358947753906,-45.74745178222656,12.081092834472656
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-29.39883041381836,-35.63227844238281,6.233448028564453
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-26.034427642822266,-46.60264587402344,20.568218231201172
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-26.17163848876953,-42.92613220214844,16.754493713378906
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-29.00638198852539,-34.90955352783203,5.903171539306641
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-27.024600982666016,-49.303104400634766,22.27850341796875
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-32.369606018066406,-44.98616409301758,12.616558074951172
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-35.73314666748047,-45.26580047607422,9.53265380859375
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-30.91840934753418,-35.156944274902344,4.238534927368164
26,A,1,Your sister hit the target.,The target was hit by your sister.,hit,Agent-patient,your sister,the target,1,-26.24978256225586,-41.534053802490234,15.284271240234375
26,A,2,The child hit the ball.,The ball was hit by the child.,hit,Agent-patient,the child,the ball,1,-24.975250244140625,-31.283506393432617,6.308256149291992
