frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-28.45585060119629,-39.16071319580078,10.704862594604492
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-38.99070358276367,-46.564090728759766,7.573387145996094
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-33.68312072753906,-32.35725402832031,-1.32586669921875
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-26.86825942993164,-35.68091583251953,8.81265640258789
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-28.460660934448242,-31.977535247802734,3.516874313354492
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-35.61732482910156,-42.96795654296875,7.3506317138671875
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-34.18944549560547,-30.14453125,-4.044914245605469
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-39.44880294799805,-32.84107208251953,-6.607730865478516
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-31.558670043945312,-31.048385620117188,-0.510284423828125
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-37.61733627319336,-30.225191116333008,-7.392145156860352
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-38.297584533691406,-47.49668884277344,9.199104309082031
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-45.86908721923828,-48.96916961669922,3.1000823974609375
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-36.81820297241211,-35.51318359375,-1.3050193786621094
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-23.264965057373047,-43.25341033935547,19.988445281982422
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-34.06813049316406,-45.702823638916016,11.634693145751953
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-29.68721580505371,-35.46808624267578,5.78087043762207
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-28.441295623779297,-47.98731994628906,19.546024322509766
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-36.371673583984375,-44.67710494995117,8.305431365966797
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-36.715972900390625,-39.23094940185547,2.5149765014648438
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-28.41939926147461,-37.109275817871094,8.689876556396484
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-37.550743103027344,-44.253509521484375,6.702766418457031
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-32.096778869628906,-37.80949401855469,5.712715148925781
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-40.20085906982422,-45.72417449951172,5.5233154296875
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-35.85367965698242,-46.29150390625,10.437824249267578
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-37.783775329589844,-45.346954345703125,7.563179016113281
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-38.39664840698242,-45.334327697753906,6.937679290771484
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-41.64030075073242,-43.9014778137207,2.2611770629882812
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-38.2490119934082,-33.831573486328125,-4.417438507080078
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-46.79713821411133,-39.1542854309082,-7.642852783203125
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-35.64497375488281,-37.08364486694336,1.4386711120605469
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-32.22649383544922,-35.970542907714844,3.744049072265625
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-31.284053802490234,-38.754547119140625,7.470493316650391
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-42.494117736816406,-41.61867141723633,-0.8754463195800781
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-35.229244232177734,-37.98674011230469,2.757495880126953
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-29.228946685791016,-28.248394012451172,-0.9805526733398438
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-26.25857162475586,-31.82262420654297,5.564052581787109
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-37.965850830078125,-44.41563034057617,6.449779510498047
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-29.403547286987305,-47.6129035949707,18.2093563079834
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-29.112293243408203,-37.26644515991211,8.154151916503906
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-23.137802124023438,-48.98859405517578,25.850791931152344
22,A,1,My meeting took two hours.,Two hours was taken by my meeting.,took,Duration,meeting,hours,0,-25.05173683166504,-42.53167724609375,17.47994041442871
23,A,2,The interview required some time.,Some time was required by the interview.,required,Duration,interview,time,1,-30.190895080566406,-37.70420837402344,7.513313293457031
24,A,1,Her speech lasted seventeen minutes.,Seventeen minutes was lasted by her speech.,lasted,Duration,speech,minutes,0,-26.812427520751953,-49.57292938232422,22.760501861572266
24,A,2,Her speech took seventeen minutes.,Seventeen minutes was taken by her speech.,took,Duration,speech,minutes,0,-27.844013214111328,-44.56024169921875,16.716228485107422
25,A,1,His trek required a month.,A month was required by his trek.,required,Duration,trek,month,1,-31.95772933959961,-48.765254974365234,16.807525634765625
26,A,2,My brother hit your friend.,your friend was hit by my brother.,hit,Agent-patient,my brother,your friend,1,-29.710817337036133,-35.99171447753906,6.28089714050293
