verb,frame_no,active_score,passive_score,pass_drop
took,23,-24.986522674560547,-36.4559326171875,11.469409942626953
washed,28,-33.96691131591797,-37.04905700683594,3.0821456909179688
profited,4,-37.48784637451172,-32.474517822265625,-5.013328552246094
emanated,15,-45.548641204833984,-43.326812744140625,-2.2218284606933594
saw,31,-28.755290985107422,-32.299781799316406,3.5444908142089844
approximated,18,-37.388912200927734,-39.204345703125,1.8154335021972656
heard,32,-30.50710678100586,-34.14448547363281,3.637378692626953
fetched,10,-35.546775817871094,-44.407962799072266,8.861186981201172
took,24,-32.561744689941406,-41.107887268066406,8.546142578125
remembered,35,-36.28266906738281,-42.30181884765625,6.0191497802734375
emanated,11,-34.6325569152832,-36.58500671386719,1.9524497985839844
profited,3,-37.04563903808594,-42.15231704711914,5.106678009033203
discharged,11,-35.34911346435547,-32.65531921386719,-2.6937942504882812
benefited,4,-32.572975158691406,-30.35369873046875,-2.2192764282226562
radiated,15,-43.17280960083008,-40.74131393432617,-2.4314956665039062
strengthened,2,-35.3990592956543,-37.91375732421875,2.514698028564453
approximated,17,-32.77779006958008,-41.5022087097168,8.724418640136719
mirrored,18,-33.693809509277344,-39.55896759033203,5.8651580810546875
cost,10,-29.66108512878418,-44.63664627075195,14.975561141967773
emitted,14,-36.65692901611328,-45.05093002319336,8.394001007080078
discharged,13,-39.930946350097656,-43.30329895019531,3.3723526000976562
mirrored,16,-39.971187591552734,-40.3407096862793,0.3695220947265625
strengthened,3,-33.088966369628906,-33.534507751464844,0.4455413818359375
matched,16,-35.979652404785156,-39.67503356933594,3.6953811645507812
cost,9,-30.10592269897461,-42.579872131347656,12.473949432373047
took,22,-22.354900360107422,-40.59748077392578,18.24258041381836
dropped,29,-31.549015045166016,-32.724327087402344,1.1753120422363281
knew,33,-31.211898803710938,-32.30586624145508,1.0939674377441406
saw,31,-30.834728240966797,-34.47578811645508,3.6410598754882812
hit,26,-28.86138343811035,-30.2103271484375,1.3489437103271484
helped,2,-34.640052795410156,-36.87528991699219,2.2352371215820312
earned,7,-33.71307373046875,-33.86328887939453,0.15021514892578125
approximated,19,-30.949514389038086,-31.952312469482422,1.002798080444336
lasted,23,-23.950420379638672,-41.20564270019531,17.25522232055664
radiated,14,-33.57963180541992,-46.999961853027344,13.420330047607422
dropped,29,-34.4222297668457,-30.997222900390625,-3.425006866455078
carried,30,-33.90581130981445,-41.971466064453125,8.065654754638672
lasted,25,-28.368026733398438,-48.78950119018555,20.42147445678711
fetched,9,-35.62445831298828,-43.32563781738281,7.701179504394531
washed,28,-33.00664520263672,-38.09466552734375,5.088020324707031
lasted,22,-22.94183921813965,-44.03215408325195,21.090314865112305
pushed,27,-37.29106903076172,-33.260616302490234,-4.030452728271484
cost,8,-24.208974838256836,-40.708988189697266,16.50001335144043
washed,28,-32.345703125,-35.75825881958008,3.412555694580078
strengthened,4,-36.09046936035156,-31.143524169921875,-4.9469451904296875
carried,30,-24.096385955810547,-35.11481475830078,11.018428802490234
hit,26,-31.363475799560547,-31.76138687133789,0.39791107177734375
profited,5,-33.33053970336914,-32.28079605102539,-1.04974365234375
dropped,29,-30.03580093383789,-32.24713897705078,2.2113380432128906
cost,7,-29.940330505371094,-43.388404846191406,13.448074340820312
matched,20,-29.49213409423828,-41.67042922973633,12.178295135498047
hit,26,-32.249820709228516,-35.598777770996094,3.348957061767578
profited,2,-42.29270935058594,-44.4240608215332,2.1313514709472656
radiated,11,-29.465456008911133,-35.983245849609375,6.517789840698242
heard,32,-30.332204818725586,-42.29389572143555,11.961690902709961
benefited,5,-30.223798751831055,-31.344970703125,1.1211719512939453
emanated,13,-42.59284591674805,-45.670326232910156,3.0774803161621094
matched,19,-27.049043655395508,-29.720436096191406,2.6713924407958984
helped,1,-28.45663833618164,-39.60826110839844,11.151622772216797
discharged,12,-49.07164764404297,-45.14695739746094,-3.9246902465820312
saw,31,-27.33928108215332,-37.02467346191406,9.685392379760742
resembled,17,-25.148967742919922,-39.44696044921875,14.297992706298828
resembled,20,-31.74439811706543,-43.89097595214844,12.146577835083008
remembered,35,-33.1206169128418,-38.80146026611328,5.680843353271484
mirrored,20,-31.634597778320312,-40.74054718017578,9.105949401855469
carried,30,-30.498044967651367,-32.911033630371094,2.4129886627197266
heard,32,-30.43479347229004,-33.05371856689453,2.618925094604492
radiated,13,-40.166175842285156,-44.059391021728516,3.8932151794433594
remembered,35,-33.110382080078125,-34.48978042602539,1.3793983459472656
washed,28,-31.655574798583984,-35.99934387207031,4.343769073486328
matched,18,-32.443931579589844,-38.09021759033203,5.6462860107421875
liked,34,-26.29424476623535,-32.66536331176758,6.371118545532227
pushed,27,-31.393795013427734,-35.14748001098633,3.7536849975585938
liked,34,-30.71076011657715,-30.991966247558594,0.2812061309814453
helped,3,-29.046098709106445,-31.4073543548584,2.361255645751953
fetched,6,-45.85901641845703,-52.585968017578125,6.726951599121094
liked,34,-27.3332576751709,-38.041358947753906,10.708101272583008
carried,30,-28.471920013427734,-35.814029693603516,7.342109680175781
dropped,29,-26.020952224731445,-35.5736198425293,9.552667617797852
heard,32,-34.14207458496094,-45.15251922607422,11.010444641113281
lasted,21,-22.13302993774414,-40.615291595458984,18.482261657714844
pushed,27,-29.38448715209961,-33.93887710571289,4.554389953613281
fetched,8,-33.748390197753906,-40.28658676147461,6.538196563720703
strengthened,1,-32.08918762207031,-41.3670654296875,9.277877807617188
pushed,27,-28.944000244140625,-30.8330078125,1.889007568359375
saw,31,-27.58709716796875,-39.206634521484375,11.619537353515625
took,21,-20.050006866455078,-34.72270584106445,14.672698974609375
emitted,15,-41.63969421386719,-36.50812911987305,-5.131565093994141
discharged,15,-44.99354934692383,-40.9681282043457,-4.025421142578125
heard,32,-26.264968872070312,-31.84981346130371,5.584844589233398
cost,6,-39.92189025878906,-49.052635192871094,9.130744934082031
required,22,-28.742727279663086,-39.32033920288086,10.577611923217773
matched,17,-27.71957015991211,-37.6932487487793,9.973678588867188
earned,6,-45.668487548828125,-46.48297882080078,0.8144912719726562
knew,33,-24.502239227294922,-37.37419128417969,12.871952056884766
emitted,11,-33.07545852661133,-33.388118743896484,0.31266021728515625
approximated,20,-36.09303283691406,-43.805870056152344,7.712837219238281
emanated,14,-36.507110595703125,-46.83687973022461,10.329769134521484
benefited,2,-36.187217712402344,-38.390533447265625,2.2033157348632812
took,25,-26.457355499267578,-42.10437774658203,15.647022247314453
resembled,19,-23.33746337890625,-29.79007339477539,6.452610015869141
helped,4,-32.68118667602539,-28.432754516601562,-4.248432159423828
dropped,29,-31.46717643737793,-31.07947540283203,-0.38770103454589844
required,24,-33.46206283569336,-43.08251953125,9.62045669555664
benefited,1,-29.21027183532715,-40.26765823364258,11.05738639831543
earned,10,-29.354747772216797,-35.226478576660156,5.871730804443359
mirrored,17,-28.462688446044922,-37.97489929199219,9.512210845947266
knew,33,-30.307153701782227,-41.02027893066406,10.713125228881836
carried,30,-33.138427734375,-32.31404113769531,-0.8243865966796875
knew,33,-26.488174438476562,-33.286529541015625,6.7983551025390625
pushed,27,-31.864971160888672,-33.90007400512695,2.0351028442382812
washed,28,-34.79332733154297,-37.60340881347656,2.8100814819335938
hit,26,-26.119609832763672,-39.55039596557617,13.4307861328125
lasted,24,-26.876018524169922,-45.67245864868164,18.79644012451172
strengthened,5,-33.279808044433594,-28.22701072692871,-5.052797317504883
earned,8,-32.76165008544922,-34.04023742675781,1.2785873413085938
radiated,12,-44.07075500488281,-42.80104446411133,-1.2697105407714844
resembled,18,-30.892274856567383,-36.26549530029297,5.373220443725586
remembered,35,-31.269168853759766,-42.660675048828125,11.39150619506836
saw,31,-31.2678165435791,-33.78562927246094,2.517812728881836
required,25,-35.791648864746094,-46.487239837646484,10.69559097290039
earned,9,-34.009498596191406,-37.75237274169922,3.7428741455078125
hit,26,-29.316864013671875,-31.764610290527344,2.4477462768554688
profited,1,-39.274925231933594,-44.87141799926758,5.596492767333984
liked,34,-34.851287841796875,-36.008331298828125,1.15704345703125
knew,33,-28.952983856201172,-34.15559768676758,5.202613830566406
emanated,12,-48.219566345214844,-45.379547119140625,-2.8400192260742188
fetched,7,-34.41223907470703,-39.489349365234375,5.077110290527344
benefited,3,-30.398624420166016,-32.51063919067383,2.1120147705078125
required,23,-30.762218475341797,-36.6517219543457,5.889503479003906
discharged,14,-35.8578987121582,-42.73279571533203,6.874897003173828
approximated,16,-40.13518524169922,-41.041175842285156,0.9059906005859375
mirrored,19,-27.973249435424805,-29.92342758178711,1.9501781463623047
helped,5,-34.38005828857422,-28.032915115356445,-6.347143173217773
resembled,16,-35.42546463012695,-41.209930419921875,5.784465789794922
remembered,35,-27.7300968170166,-37.052452087402344,9.322355270385742
required,21,-27.47783660888672,-39.32162857055664,11.843791961669922
emitted,13,-34.615928649902344,-38.99228286743164,4.376354217529297
liked,34,-28.041751861572266,-39.49391555786133,11.452163696289062
emitted,12,-37.25799560546875,-37.259613037109375,0.001617431640625
