verb,frame_no,active_score,passive_score,pass_drop
cost,7,-29.080129623413086,-41.01337432861328,11.933244705200195
earned,6,-36.23260498046875,-45.57698059082031,9.344375610351562
profited,4,-37.62883377075195,-34.71125411987305,-2.9175796508789062
dropped,29,-37.525550842285156,-33.14554214477539,-4.380008697509766
carried,30,-29.23272705078125,-34.18158721923828,4.948860168457031
helped,3,-28.360254287719727,-27.197776794433594,-1.1624774932861328
took,21,-19.669086456298828,-32.740264892578125,13.071178436279297
radiated,12,-36.15483856201172,-45.12604522705078,8.971206665039062
benefited,3,-28.247716903686523,-30.530982971191406,2.283266067504883
emitted,14,-38.22576141357422,-46.4266471862793,8.200885772705078
cost,6,-36.28700637817383,-47.30408477783203,11.017078399658203
knew,33,-24.113399505615234,-37.52227020263672,13.408870697021484
emitted,11,-36.042198181152344,-41.74950408935547,5.707305908203125
benefited,5,-30.396060943603516,-30.606191635131836,0.2101306915283203
helped,5,-35.468666076660156,-27.246051788330078,-8.222614288330078
lasted,23,-23.77983283996582,-39.185691833496094,15.405858993530273
saw,31,-29.526966094970703,-38.59242630004883,9.065460205078125
washed,28,-32.08745574951172,-43.222023010253906,11.134567260742188
emitted,13,-36.548309326171875,-38.5870361328125,2.038726806640625
pushed,27,-29.441314697265625,-33.012882232666016,3.5715675354003906
knew,33,-28.804698944091797,-33.3836784362793,4.5789794921875
emitted,15,-43.75519561767578,-39.38075637817383,-4.374439239501953
mirrored,16,-40.68278503417969,-40.280242919921875,-0.4025421142578125
took,25,-24.938282012939453,-43.07658767700195,18.1383056640625
resembled,18,-34.18027114868164,-39.0562629699707,4.8759918212890625
heard,32,-30.794227600097656,-44.64563751220703,13.851409912109375
fetched,10,-37.62790298461914,-44.5557861328125,6.927883148193359
earned,8,-32.75861740112305,-34.495243072509766,1.7366256713867188
helped,4,-33.23446273803711,-28.776199340820312,-4.458263397216797
liked,34,-30.062335968017578,-32.373382568359375,2.311046600341797
required,22,-29.666994094848633,-39.257442474365234,9.590448379516602
strengthened,4,-35.21929931640625,-33.42207717895508,-1.7972221374511719
emanated,14,-36.88449478149414,-46.37648010253906,9.491985321044922
carried,30,-32.27762222290039,-30.595048904418945,-1.6825733184814453
pushed,27,-33.91468048095703,-36.80622482299805,2.8915443420410156
resembled,17,-28.618988037109375,-36.704872131347656,8.085884094238281
approximated,17,-33.5244140625,-40.952144622802734,7.427730560302734
pushed,27,-28.728912353515625,-35.093505859375,6.364593505859375
remembered,35,-37.21807861328125,-39.85142517089844,2.6333465576171875
profited,2,-41.908233642578125,-44.09435272216797,2.1861190795898438
cost,8,-22.905790328979492,-42.093536376953125,19.187746047973633
earned,9,-31.056541442871094,-38.16513442993164,7.108592987060547
required,21,-26.988605499267578,-34.561012268066406,7.572406768798828
remembered,35,-31.28913688659668,-45.28720474243164,13.998067855834961
matched,19,-30.142847061157227,-31.307987213134766,1.165140151977539
hit,26,-32.71308135986328,-31.94466209411621,-0.7684192657470703
profited,1,-33.99456024169922,-46.44347381591797,12.44891357421875
helped,1,-29.042991638183594,-36.91600799560547,7.873016357421875
matched,16,-38.738525390625,-40.07147216796875,1.33294677734375
required,24,-34.06914520263672,-49.45841979980469,15.389274597167969
mirrored,17,-33.69013977050781,-35.8343505859375,2.1442108154296875
lasted,22,-22.240859985351562,-46.61763000488281,24.37677001953125
