verb,frame_no,active_score,passive_score,pass_drop
matched,19,-27.4573974609375,-28.312877655029297,0.8554801940917969
hit,26,-26.721643447875977,-31.67498207092285,4.953338623046875
mirrored,20,-33.79652404785156,-38.93552780151367,5.139003753662109
saw,31,-27.540651321411133,-41.79240798950195,14.25175666809082
remembered,35,-32.69927215576172,-44.151649475097656,11.452377319335938
matched,18,-30.86151885986328,-38.28188705444336,7.420368194580078
liked,34,-34.33625793457031,-36.23925018310547,1.9029922485351562
lasted,22,-24.41489601135254,-45.258384704589844,20.843488693237305
took,21,-20.9587459564209,-32.011558532714844,11.052812576293945
fetched,9,-39.70381546020508,-42.95643997192383,3.25262451171875
matched,17,-28.561721801757812,-35.93387985229492,7.372158050537109
helped,5,-31.80975914001465,-31.807861328125,-0.0018978118896484375
fetched,8,-32.66142272949219,-39.205055236816406,6.543632507324219
knew,33,-26.92768096923828,-33.80645751953125,6.878776550292969
resembled,20,-33.9893913269043,-43.09955596923828,9.110164642333984
fetched,6,-42.92285919189453,-53.901283264160156,10.978424072265625
helped,2,-31.402488708496094,-35.30686950683594,3.9043807983398438
discharged,12,-37.76594543457031,-42.45029830932617,4.684352874755859
benefited,5,-27.938188552856445,-34.26057815551758,6.322389602661133
emanated,11,-35.881011962890625,-34.839508056640625,-1.04150390625
benefited,1,-26.82782745361328,-38.243995666503906,11.416168212890625
strengthened,1,-30.821014404296875,-39.302799224853516,8.48178482055664
strengthened,2,-31.451921463012695,-36.32830047607422,4.876379013061523
profited,2,-42.399845123291016,-42.33283996582031,-0.06700515747070312
dropped,29,-28.947816848754883,-34.97297668457031,6.02515983581543
lasted,23,-23.023632049560547,-43.51318359375,20.489551544189453
remembered,35,-33.62368392944336,-40.92898178100586,7.3052978515625
earned,6,-36.86307907104492,-51.270816802978516,14.407737731933594
emitted,13,-33.45359802246094,-36.64508056640625,3.1914825439453125
matched,20,-27.28469467163086,-38.405033111572266,11.120338439941406
cost,7,-29.154956817626953,-43.62240982055664,14.467453002929688
required,21,-28.15572166442871,-34.35536193847656,6.199640274047852
discharged,11,-34.53070068359375,-33.82556915283203,-0.7051315307617188
washed,28,-29.351707458496094,-37.45061111450195,8.09890365600586
approximated,17,-37.159873962402344,-39.86304473876953,2.7031707763671875
helped,4,-29.67645835876465,-30.806903839111328,1.1304454803466797
hit,26,-31.005510330200195,-33.60894012451172,2.6034297943115234
required,24,-32.80525588989258,-39.3867073059082,6.581451416015625
pushed,27,-31.75013542175293,-36.569190979003906,4.819055557250977
required,22,-31.050556182861328,-42.031944274902344,10.981388092041016
carried,30,-26.070589065551758,-34.02505874633789,7.954469680786133
heard,32,-31.035844802856445,-42.35238265991211,11.316537857055664
saw,31,-25.655460357666016,-30.02023696899414,4.364776611328125
washed,28,-30.30426788330078,-38.17250061035156,7.868232727050781
dropped,29,-28.164623260498047,-31.421262741088867,3.2566394805908203
washed,28,-32.30128479003906,-34.41712951660156,2.1158447265625
took,25,-27.4710693359375,-48.7470817565918,21.276012420654297
took,24,-32.7441291809082,-37.481719970703125,4.737590789794922
helped,3,-29.70173454284668,-32.138397216796875,2.4366626739501953
knew,33,-28.3409366607666,-37.86576461791992,9.52482795715332
saw,31,-28.28959846496582,-38.548439025878906,10.258840560913086
emitted,15,-39.1468505859375,-33.864501953125,-5.2823486328125
hit,26,-31.278350830078125,-31.380828857421875,0.10247802734375
carried,30,-32.98023223876953,-32.799476623535156,-0.180755615234375
benefited,3,-29.198766708374023,-33.6160888671875,4.417322158813477
helped,1,-26.186269760131836,-36.80012130737305,10.613851547241211
carried,30,-23.384117126464844,-34.09476089477539,10.710643768310547
mirrored,19,-25.75030517578125,-29.053010940551758,3.302705764770508
dropped,29,-31.485578536987305,-32.46723937988281,0.9816608428955078
took,23,-24.398197174072266,-36.55687713623047,12.158679962158203
liked,34,-26.206775665283203,-39.28778076171875,13.081005096435547
liked,34,-27.232139587402344,-41.403038024902344,14.1708984375
earned,9,-33.12138366699219,-41.48602294921875,8.364639282226562
carried,30,-32.5417594909668,-38.93921661376953,6.397457122802734
benefited,2,-33.906982421875,-36.889957427978516,2.9829750061035156
took,22,-26.422883987426758,-40.23265838623047,13.809774398803711
emanated,12,-40.56318664550781,-41.71243667602539,1.1492500305175781
pushed,27,-35.908294677734375,-33.67591094970703,-2.2323837280273438
knew,33,-28.894309997558594,-31.928237915039062,3.0339279174804688
discharged,15,-41.18964767456055,-42.3248405456543,1.13519287109375
radiated,12,-34.48847579956055,-40.530548095703125,6.042072296142578
hit,26,-31.528854370117188,-30.63459587097168,-0.8942584991455078
remembered,35,-33.947532653808594,-40.36576843261719,6.418235778808594
mirrored,17,-30.903724670410156,-35.61322021484375,4.709495544433594
resembled,19,-28.97259521484375,-33.25135040283203,4.278755187988281
profited,5,-39.54656982421875,-34.153282165527344,-5.393287658691406
lasted,25,-27.203018188476562,-52.17736053466797,24.974342346191406
dropped,29,-25.53567886352539,-39.804954528808594,14.269275665283203
earned,10,-31.265331268310547,-36.15748596191406,4.892154693603516
liked,34,-28.290019989013672,-29.67336654663086,1.3833465576171875
mirrored,18,-34.23274612426758,-38.099822998046875,3.867076873779297
benefited,4,-30.860374450683594,-31.928028106689453,1.0676536560058594
heard,32,-29.979961395263672,-32.821189880371094,2.841228485107422
approximated,18,-39.402339935302734,-45.397727966308594,5.995388031005859
profited,4,-36.96812438964844,-33.4635009765625,-3.5046234130859375
remembered,35,-30.77290153503418,-32.671966552734375,1.8990650177001953
strengthened,5,-34.85734939575195,-30.460582733154297,-4.396766662597656
cost,10,-30.5888614654541,-45.93269729614258,15.343835830688477
