frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-29.58987045288086,-38.62382507324219,9.033954620361328
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-34.47834777832031,-45.227752685546875,10.749404907226562
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-33.8240852355957,-35.663143157958984,1.8390579223632812
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-33.89764404296875,-37.55808639526367,3.660442352294922
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-29.929035186767578,-34.540252685546875,4.611217498779297
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-39.23090744018555,-41.222251892089844,1.9913444519042969
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-34.79446792602539,-29.301586151123047,-5.492881774902344
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-38.79899597167969,-33.463706970214844,-5.335289001464844
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-29.691490173339844,-32.128787994384766,2.437297821044922
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-37.16511154174805,-27.684734344482422,-9.480377197265625
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-37.80116653442383,-50.16364669799805,12.362480163574219
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-43.9842414855957,-54.15486145019531,10.17061996459961
