frame_no,group,set,active,passive,verb,verb_class,subject,object,is_passivizable,active_score,passive_score,pass_drop
1,A,1,Your investment benefited the community.,The community was benefited by your investment.,benefited,Advantage,donation,communities,0,-29.73456382751465,-39.120784759521484,9.386220932006836
1,A,2,Your investment profited the community.,The community was profited by your investment.,profited,Advantage,donation,communities,0,-35.27821731567383,-44.58013916015625,9.301921844482422
2,A,1,The exercise helped his fitness.,His fitness was helped by the exercise.,helped,Advantage,exercise,fitness,1,-35.40789031982422,-33.45741271972656,-1.9504776000976562
2,A,2,The exercise strengthened his fitness.,His fitness was strengthened by the exercise.,strengthened,Advantage,exercise,fitness,1,-34.87224578857422,-34.60936737060547,-0.26287841796875
3,A,1,Our friendship benefited my life.,My life was benefited by our friendship.,benefited,Advantage,friendship,life,0,-27.891902923583984,-35.03019714355469,7.138294219970703
3,A,2,Our friendship profited my life.,My life was profited by our friendship.,profited,Advantage,friendship,life,0,-34.51640319824219,-41.692081451416016,7.175678253173828
4,A,1,The law helped these workers.,These workers were helped by the law.,helped,Advantage,law,workers,1,-30.777841567993164,-28.010814666748047,-2.767026901245117
4,A,2,The law strengthened these workers.,These workers were strengthened by the law.,strengthened,Advantage,law,workers,1,-35.28028869628906,-32.17278289794922,-3.1075057983398438
5,A,1,The treaty benefited both countries.,Both countries were benefited by the treaty.,benefited,Advantage,treaty,countries,0,-28.241302490234375,-30.821697235107422,2.580394744873047
5,A,2,The treaty strengthened both countries.,Both countries were strengthened by the treaty.,strengthened,Advantage,treaty,countries,1,-34.177581787109375,-26.779754638671875,-7.3978271484375
6,A,1,Your dish cost ninety dollars.,Ninety dollars was cost by your dish.,cost,Price,dish,dollars,0,-39.08992004394531,-57.31728744506836,18.227367401123047
6,A,2,Your dish fetched ninety dollars.,Ninety dollars was fetched by your dish.,fetched,Price,dish,dollars,1,-45.69915008544922,-54.459205627441406,8.760055541992188
7,A,1,The painting earned a fortune.,A fortune was earned by the painting.,earned,Price,painting,fortune,1,-33.817420959472656,-35.77210235595703,1.954681396484375
8,A,2,The tickets cost a lot of money.,A lot of money was cost by the tickets.,cost,Price,initiative,money,0,-24.46879005432129,-41.06511306762695,16.596323013305664
8,A,1,The tickets fetched a lot of money.,A lot of money was fetched by the tickets.,fetched,Price,initiative,money,1,-35.2223014831543,-42.08498764038086,6.8626861572265625
9,A,2,Your book earned thirty dollars.,Thirty dollars was earned by your book.,earned,Price,book,dollars,1,-34.54005432128906,-42.535362243652344,7.995307922363281
10,A,1,His actions cost the medal.,The medal was cost by his actions.,cost,Price,actions,medal,0,-29.986228942871094,-45.807003021240234,15.82077407836914
10,A,2,His actions fetched the medal.,The medal was fetched by his actions.,fetched,Price,actions,medal,1,-35.41492462158203,-43.71986770629883,8.304943084716797
11,A,1,My friend emanated confidence.,Confidence was emanated by my friend.,emanated,Ooze,friend,confidence,0,-34.190093994140625,-38.1446647644043,3.954570770263672
11,A,2,My friend radiated confidence.,Confidence was radiated by my friend.,radiated,Ooze,friend,confidence,0,-30.597408294677734,-38.05516815185547,7.457759857177734
12,A,1,The lightbulb discharged some light.,Some light was discharged by the lightbulb.,discharged,Ooze,lightbulb,light,1,-36.436187744140625,-43.58293151855469,7.1467437744140625
12,A,2,The lightbulb emitted some light.,Some light was emitted by the lightbulb.,emitted,Ooze,lightbulb,light,1,-32.13793182373047,-32.47559356689453,0.3376617431640625
13,A,1,That machine emanated a sound.,A sound was emanated by that machine.,emanated,Ooze,machine,sound,0,-39.2951545715332,-42.76054382324219,3.4653892517089844
13,A,2,That machine radiated a sound.,A sound was radiated by that machine.,radiated,Ooze,machine,sound,0,-38.101898193359375,-39.42762756347656,1.3257293701171875
14,A,1,The teacher discharged wisdom.,Wisdom was discharged by the teacher.,discharged,Ooze,teacher,wisdom,1,-34.28995895385742,-45.18313217163086,10.893173217773438
14,A,2,The teacher emitted wisdom.,Wisdom was emitted by the teacher.,emitted,Ooze,teacher,wisdom,1,-37.29719543457031,-41.93535614013672,4.638160705566406
15,A,1,The trash emanated an odor.,An odor was emanated by the trash.,emanated,Ooze,trash,odor,0,-38.606178283691406,-43.97001647949219,5.363838195800781
15,A,2,The trash emitted an odor.,An odor was emitted by the trash.,emitted,Ooze,trash,odor,1,-42.95624542236328,-36.82294845581055,-6.133296966552734
16,A,1,Your drawing approximated her likeness.,Her likeness was approximated by the drawing.,approximated,Estimation,drawing,likeness,1,-44.95085906982422,-38.87092971801758,-6.079929351806641
16,A,2,Your drawing mirrored her likeness.,Her likeness was mirrored by the drawing.,mirrored,Estimation,drawing,likeness,1,-42.35199737548828,-37.125911712646484,-5.226085662841797
17,A,1,Your friend matched my brother.,My brother was matched by your friend.,matched,Estimation,friend,brother,1,-30.1026668548584,-35.223960876464844,5.121294021606445
17,A,2,Your friend resembled my brother.,My brother was resembled by your friend.,resembled,Estimation,friend,brother,0,-31.64981460571289,-37.18873977661133,5.5389251708984375
18,A,1,The character approximated the author.,The author was approximated by the character.,approximated,Estimation,author,character,1,-41.13520431518555,-44.13865280151367,3.003448486328125
18,A,2,The character mirrored the author.,The author was mirrored by the character.,mirrored,Estimation,author,character,1,-34.33218765258789,-41.34954833984375,7.017360687255859
19,A,1,Her son matched her father.,Her father was matched by her son.,matched,Estimation,son,father,1,-27.682178497314453,-27.86431884765625,0.18214035034179688
19,A,2,Her son resembled her father.,Her father was resembled by her son.,resembled,Estimation,son,father,0,-26.43747901916504,-31.725238800048828,5.287759780883789
20,A,1,The copy approximated the original.,The original was approximated by the copy.,approximated,Estimation,copy,original,1,-38.63740158081055,-45.16965866088867,6.532257080078125
20,A,2,The copy resembled the original.,The original was resembled by the copy.,resembled,Estimation,copy,original,0,-31.215923309326172,-46.04761505126953,14.83169174194336
21,A,1,The journey required three days.,Three days were required by the journey.,required,Duration,journey,days,1,-26.789836883544922,-37.41712188720703,10.62728500366211
22,A,2,My meeting lasted two hours.,Two hours was lasted by my meeting.,lasted,Duration,meeting,hours,0,-22.96184539794922,-50.687984466552734,27.726139068603516
