verb,frame_no,active_score,passive_score,pass_drop
earned,8,-32.990638732910156,-36.45621109008789,3.4655723571777344
radiated,14,-33.622947692871094,-46.147979736328125,12.525032043457031
strengthened,2,-32.083892822265625,-35.45690155029297,3.3730087280273438
required,25,-32.3477783203125,-46.34902572631836,14.00124740600586
matched,18,-34.467811584472656,-39.46121597290039,4.993404388427734
radiated,13,-35.98398971557617,-40.44613265991211,4.4621429443359375
hit,26,-31.790739059448242,-29.749004364013672,-2.0417346954345703
heard,32,-32.51068878173828,-35.60519027709961,3.094501495361328
liked,34,-33.726497650146484,-37.07599639892578,3.349498748779297
helped,2,-33.36606216430664,-35.500701904296875,2.1346397399902344
saw,31,-27.510086059570312,-42.19816207885742,14.68807601928711
hit,26,-32.97715759277344,-32.45355224609375,-0.5236053466796875
earned,7,-34.44792938232422,-35.7913818359375,1.3434524536132812
matched,17,-31.044954299926758,-38.486820220947266,7.441865921020508
liked,34,-28.50360870361328,-40.631080627441406,12.127471923828125
helped,5,-33.71638488769531,-31.299062728881836,-2.4173221588134766
emitted,14,-34.75224304199219,-45.98050308227539,11.228260040283203
helped,3,-27.315601348876953,-29.446958541870117,2.131357192993164
dropped,29,-35.550010681152344,-33.28452682495117,-2.265483856201172
remembered,35,-27.975128173828125,-37.939842224121094,9.964714050292969
approximated,20,-41.50229263305664,-43.7037239074707,2.2014312744140625
required,21,-27.912137985229492,-36.06437301635742,8.15223503112793
pushed,27,-31.137584686279297,-34.02183151245117,2.884246826171875
lasted,23,-23.201446533203125,-46.0235595703125,22.822113037109375
fetched,7,-38.03423309326172,-41.27667999267578,3.2424468994140625
carried,30,-25.090803146362305,-35.935699462890625,10.84489631652832
mirrored,20,-31.067893981933594,-38.45555877685547,7.387664794921875
emanated,14,-38.17547607421875,-47.67451477050781,9.499038696289062
fetched,8,-33.556522369384766,-41.94483947753906,8.388317108154297
required,24,-29.108890533447266,-47.47223663330078,18.363346099853516
washed,28,-32.84861755371094,-32.81065368652344,-0.0379638671875
took,25,-25.90239143371582,-43.474998474121094,17.572607040405273
emanated,15,-42.526649475097656,-44.18559646606445,1.6589469909667969
mirrored,19,-27.46666717529297,-31.3526611328125,3.8859939575195312
liked,34,-32.146461486816406,-30.78343963623047,-1.3630218505859375
discharged,12,-42.791622161865234,-45.286285400390625,2.4946632385253906
radiated,12,-41.446571350097656,-46.264434814453125,4.817863464355469
emanated,12,-44.08097457885742,-48.35234832763672,4.271373748779297
washed,28,-34.886390686035156,-36.027381896972656,1.1409912109375
hit,26,-25.773181915283203,-30.531591415405273,4.75840950012207
remembered,35,-31.377307891845703,-33.69080352783203,2.313495635986328
earned,9,-31.367685317993164,-39.34394836425781,7.976263046264648
emitted,15,-40.913387298583984,-35.23052978515625,-5.682857513427734
heard,32,-29.655941009521484,-45.77925109863281,16.123310089111328
dropped,29,-25.965801239013672,-38.98004150390625,13.014240264892578
knew,33,-30.295413970947266,-30.95116424560547,0.6557502746582031
pushed,27,-30.560209274291992,-35.044036865234375,4.483827590942383
resembled,16,-40.392738342285156,-41.18220520019531,0.7894668579101562
hit,26,-25.054401397705078,-39.466651916503906,14.412250518798828
profited,3,-32.37946701049805,-37.57135772705078,5.191890716552734
knew,33,-26.869518280029297,-31.8392333984375,4.969715118408203
profited,2,-42.004539489746094,-41.83991622924805,-0.16462326049804688
approximated,18,-42.47294616699219,-42.71865463256836,0.24570846557617188
profited,4,-39.45448684692383,-33.44855499267578,-6.005931854248047
