subject,object,verb,sentence,active,passive,affectedness,active_score,passive_score,pass_drop
the patient,news of his test results,received,The patient received news of his test results.,The patient received news of his test results.,News of his test results was received by the patient.,low,-38.34641647338867,-41.25581359863281,2.9093971252441406
Marie,pasta,liked,Marie liked pasta.,Marie liked pasta.,Pasta was liked by Marie.,low,-25.432228088378906,-35.35231018066406,9.920082092285156
The dog,its owner,trusted,The dog trusted its owner completely.,The dog trusted its owner completely.,Its owner was trusted completely by the dog.,low,-37.9514274597168,-46.11799621582031,8.166568756103516
the fridge,the groceries,received,The fridge received the groceries.,The fridge received the groceries.,The groceries were received by the fridge.,low,-34.087181091308594,-40.86267852783203,6.7754974365234375
The translator,the speaker's dialect,understood,The translator understood the speaker's dialect effortlessly.,The translator understood the speaker's dialect effortlessly.,The speaker's dialect was understood effortlessly by the translator.,low,-48.28907012939453,-62.77177047729492,14.48270034790039
The new smartphone,a small fortune,cost,The new smartphone cost a small fortune.,The new smartphone cost a small fortune.,A small fortune was cost by the new smartphone.,low,-32.64131546020508,-53.56846618652344,20.92715072631836
The sculpture,a twisting vine,resembled,The sculpture resembled a twisting vine.,The sculpture resembled a twisting vine.,A twisting vine was resembled by the sculpture.,low,-43.53943634033203,-66.8766860961914,23.337249755859375
the tourists,the local cuisine,liked,The tourists liked the local cuisine.,The tourists liked the local cuisine.,The local cuisine was liked by the tourists.,low,-33.16593933105469,-40.20623016357422,7.040290832519531
The baker,the cake fresh out of the oven,liked,The baker liked the cake fresh out of the oven.,The baker liked the cake fresh out of the oven.,The cake was liked fresh out of the oven by the baker.,low,-44.82933044433594,-51.40993118286133,6.580600738525391
the patient,immediate medical attention,needed,The patient needed immediate medical attention.,The patient needed immediate medical attention.,Immediate medical attention was needed by the patient.,low,-25.980403900146484,-37.903167724609375,11.92276382446289
the veteran,the fallen comrades,remembered,The veteran remembered the fallen comrades.,The veteran remembered the fallen comrades.,The fallen comrades were remembered by the veteran.,low,-41.49005126953125,-44.28749465942383,2.797443389892578
