subject,object,verb,sentence,active,passive,affectedness,active_score,passive_score,pass_drop
the patient,news of his test results,received,The patient received news of his test results.,The patient received news of his test results.,News of his test results was received by the patient.,low,-39.486324310302734,-46.95767593383789,7.471351623535156
Marie,pasta,liked,Marie liked pasta.,Marie liked pasta.,Pasta was liked by Marie.,low,-28.04998016357422,-37.44126892089844,9.391288757324219
The dog,its owner,trusted,The dog trusted its owner completely.,The dog trusted its owner completely.,Its owner was trusted completely by the dog.,low,-34.32573699951172,-40.99108123779297,6.66534423828125
the fridge,the groceries,received,The fridge received the groceries.,The fridge received the groceries.,The groceries were received by the fridge.,low,-40.39826202392578,-44.09049606323242,3.6922340393066406
The translator,the speaker's dialect,understood,The translator understood the speaker's dialect effortlessly.,The translator understood the speaker's dialect effortlessly.,The speaker's dialect was understood effortlessly by the translator.,low,-47.54143524169922,-57.32966613769531,9.788230895996094
The new smartphone,a small fortune,cost,The new smartphone cost a small fortune.,The new smartphone cost a small fortune.,A small fortune was cost by the new smartphone.,low,-31.197612762451172,-56.48727798461914,25.28966522216797
The sculpture,a twisting vine,resembled,The sculpture resembled a twisting vine.,The sculpture resembled a twisting vine.,A twisting vine was resembled by the sculpture.,low,-40.28096389770508,-59.67252731323242,19.391563415527344
the tourists,the local cuisine,liked,The tourists liked the local cuisine.,The tourists liked the local cuisine.,The local cuisine was liked by the tourists.,low,-33.589012145996094,-45.08271789550781,11.493705749511719
The baker,the cake fresh out of the oven,liked,The baker liked the cake fresh out of the oven.,The baker liked the cake fresh out of the oven.,The cake was liked fresh out of the oven by the baker.,low,-44.57196044921875,-53.40353012084961,8.83156967163086
the patient,immediate medical attention,needed,The patient needed immediate medical attention.,The patient needed immediate medical attention.,Immediate medical attention was needed by the patient.,low,-25.415306091308594,-38.28447723388672,12.869171142578125
the veteran,the fallen comrades,remembered,The veteran remembered the fallen comrades.,The veteran remembered the fallen comrades.,The fallen comrades were remembered by the veteran.,low,-34.39073944091797,-44.44904327392578,10.058303833007812
The athlete,the crucial shot at the goal,missed,The athlete missed the crucial shot at the goal.,The athlete missed the crucial shot at the goal.,The crucial shot at the goal was missed by the athlete.,low,-46.00465393066406,-56.119285583496094,10.114631652832031
the children,the long homework assignments,dreaded,The children dreaded the long homework assignments.,The children dreaded the long homework assignments.,The long homework assignments were dreaded by the children.,low,-43.75879669189453,-47.273841857910156,3.515045166015625
The committee,the researcher's efforts,recognized,The committee recognized the researcher's efforts.,The committee recognized the researcher's efforts.,The researcher's efforts were recognized by the committee.,low,-40.11293411254883,-45.794517517089844,5.681583404541016
the historian,the ancient script,knew,The historian knew the ancient script.,The historian knew the ancient script.,The ancient script was knew by the historian.,low,-40.51274871826172,-47.27777862548828,6.7650299072265625
The villagers,the dragon,feared,The villagers feared the dragon.,The villagers feared the dragon.,The dragon was feared by the villagers.,low,-30.176902770996094,-36.90266418457031,6.725761413574219
The teacher,the student's struggles,understood,The teacher understood the student's struggles.,The teacher understood the student's struggles.,The student's struggles were understood by the teacher.,low,-30.7811222076416,-41.116294860839844,10.335172653198242
The recipe,the ingredients we needed,had,The recipe had all the ingredients we needed.,The recipe had all the ingredients we needed.,All the ingredients we needed were had by the recipe.,low,-32.807472229003906,-53.16952896118164,20.362056732177734
The passerby,the heated argument,overheard,The passerby overheard the heated argument.,The passerby overheard the heated argument.,The heated argument was overheard by the passerby.,low,-31.23906707763672,-37.22624206542969,5.987174987792969
the observer,the small details in the artwork,noticed,The observer noticed the small details in the artwork.,The observer noticed the small details in the artwork.,The small details in the artwork were noticed by the observer.,low,-43.240501403808594,-51.39396286010742,8.153461456298828
they,the announcement,heard,They heard the announcement.,They heard the announcement.,The announcement was heard by them.,low,-16.947269439697266,-32.451324462890625,15.50405502319336
the community,the elderly man,respected,The community respected the elderly man for his wisdom.,The community respected the elderly man for his wisdom.,The elderly man was respected by the community for his wisdom.,low,-42.28052520751953,-50.064247131347656,7.783721923828125
The museum,Many artifacts from ancient Egypt,had,The museum had many artifacts from ancient Egypt.,The museum had many artifacts from ancient Egypt.,Many artifacts from ancient Egypt were had by the museum.,low,-34.56541442871094,-57.935386657714844,23.369972229003906
The menu,Vegetarian options,had,The menu had vegetarian options.,The menu had vegetarian options.,Vegetarian options were had by the menu.,low,-33.23297882080078,-43.01887512207031,9.785896301269531
The team,their coach's strategies,respected,The team respected their coach's strategies.,The team respected their coach's strategies.,Their coach's strategies were respected by the team.,low,-38.976924896240234,-44.59272766113281,5.615802764892578
the child,the dark shadows,feared,The child feared the dark shadows.,The child feared the dark shadows.,The dark shadows were feared by the child.,low,-33.219852447509766,-45.06620407104492,11.846351623535156
the new laptop,a thousand dollars,cost,The new laptop cost a thousand dollars.,The new laptop cost a thousand dollars.,A thousand dollars were cost by the new laptop.,low,-33.25543212890625,-56.43946075439453,23.18402862548828
the service,ten dollars,cost,The service cost ten dollars.,The service cost ten dollars.,Ten dollars were cost by the service.,low,-27.107986450195312,-42.122108459472656,15.014122009277344
